name,reclat,reclong,mass (g),year,family
Hessle,59.85,17.66667,20000.0,1869.0,Chondrite — Ordinary
Higashi-koen,33.6,130.43333,750.0,1897.0,Chondrite — Ordinary
High Possil,55.9,-4.23333,4500.0,1804.0,Chondrite — Ordinary
Hiroshima,34.45,132.38333,414.0,2003.0,Chondrite — Ordinary
Hoima,1.345,31.47278,167.7,2003.0,Chondrite — Ordinary
Hökmark,64.43333,21.2,305.5,1954.0,Chondrite — Ordinary
Holbrook,34.9,-110.18333,220000.0,1912.0,Chondrite — Ordinary
Holetta,9.06667,38.41667,1415.0,1923.0,Other / Ungrouped
Homestead,41.8,-91.86667,230000.0,1875.0,Chondrite — Ordinary
Honolulu,21.3,-157.86667,2420.0,1825.0,Chondrite — Ordinary
Hotse,35.66667,115.5,180.0,1956.0,Chondrite — Ordinary
Hoxie,39.35,-100.45,266.1,1963.0,Other / Ungrouped
Hraschina,46.1,16.33333,49000.0,1751.0,Iron meteorite
Huaxi,26.46469,106.63241,1600.0,2010.0,Chondrite — Ordinary
Hungen,50.3,8.91667,112.0,1877.0,Chondrite — Ordinary
Hvittis,61.18333,22.68333,14000.0,1901.0,Chondrite — Enstatite
Ibbenbüren,52.28333,7.7,2000.0,1870.0,Achondrite — HED
Ibitira,-20.0,-45.0,2500.0,1957.0,Achondrite — HED
Ibrisim,38.0,35.0,,1949.0,Other / Ungrouped
Ichkala,58.2,82.93333,3973.0,1936.0,Chondrite — Ordinary
Idutywa,-32.1,28.33333,3457.0,1956.0,Chondrite — Ordinary
Iguaracu,-23.2,-51.83333,1200.0,1977.0,Chondrite — Ordinary
Ijopega,-6.03333,145.36667,7330.0,1975.0,Chondrite — Ordinary
Indarch,39.75,46.66667,27000.0,1891.0,Chondrite — Enstatite
Independence,39.08333,-94.4,880.0,1917.0,Chondrite — Ordinary
Inner Mongolia,41.0,112.0,3000.0,1963.0,Chondrite — Ordinary
Innisfree,53.415,-111.3375,4576.0,1977.0,Chondrite — Ordinary
Ipiranga,-25.5,-54.5,7000.0,1972.0,Chondrite — Ordinary
Ishinga,-8.93333,33.8,1300.0,1954.0,Chondrite — Ordinary
Isthilart,-31.18333,-57.95,3050.0,1928.0,Chondrite — Ordinary
Itapicuru-Mirim,-3.4,-44.33333,2024.0,1879.0,Chondrite — Ordinary
Itqiy,26.59083,-12.95217,4720.0,1990.0,Chondrite — Enstatite
Ivuna,-8.41667,32.43333,704.5,1938.0,Chondrite — Carbonaceous
Jackalsfontein,-32.5,21.9,48000.0,1903.0,Chondrite — Ordinary
Jajh deh Kot Lalu,26.75,68.41667,973.0,1926.0,Chondrite — Enstatite
Jalandhar,31.0,75.0,1967.0,1621.0,Iron meteorite
Jamkheir,18.75,75.33333,22.0,1866.0,Chondrite — Ordinary
Jartai,39.7,105.8,20500.0,1979.0,Chondrite — Ordinary
Jelica,43.83333,20.44167,34000.0,1889.0,Chondrite — Ordinary
Jesenice,46.42137,14.05217,3667.0,2009.0,Chondrite — Ordinary
Jhung,31.3,72.38333,5900.0,1873.0,Chondrite — Ordinary
Jiange,31.91667,104.91667,222.0,1964.0,Chondrite — Ordinary
Jianshi,30.80833,109.5,600000.0,1890.0,Iron meteorite
Jilin,44.05,126.16667,4000000.0,1976.0,Chondrite — Ordinary
Jodiya,22.68,70.31333,100.0,2006.0,Chondrite — Ordinary
Jodzie,55.7,24.4,30.0,1877.0,Achondrite — HED
Johnstown,40.35,-104.9,40300.0,1924.0,Achondrite — HED
Jolomba,-11.85,15.83333,483.0,1974.0,Chondrite — Ordinary
Jonzac,45.43333,-0.45,5000.0,1819.0,Achondrite — HED
Juancheng,35.5,115.41667,100000.0,1997.0,Chondrite — Ordinary
Judesegeri,12.85,76.8,680.0,1876.0,Chondrite — Ordinary
Jumapalo,-7.71667,111.2,32490.0,1984.0,Chondrite — Ordinary
Junan,35.2,118.8,950.0,1976.0,Chondrite — Ordinary
Juromenha,38.74028,-7.27,25250.0,1968.0,Iron meteorite
Juvinas,44.71667,4.3,91000.0,1821.0,Achondrite — HED
Kaba,47.35,21.3,3000.0,1857.0,Chondrite — Carbonaceous
Kabo,11.85,8.21667,13400.0,1971.0,Chondrite — Ordinary
Kadonah,27.08333,78.33333,89.0,1822.0,Chondrite — Ordinary
Kaee,27.25,79.96667,230.0,1838.0,Chondrite — Ordinary
Kagarlyk,49.86667,30.83333,1900.0,1908.0,Chondrite — Ordinary
Kaidun,15.0,48.3,2000.0,1980.0,Chondrite — Carbonaceous
Kainsaz,55.43333,53.25,200000.0,1937.0,Chondrite — Carbonaceous
Kakangari,12.38333,78.51667,350.0,1890.0,Other / Ungrouped
Kakowa,45.13333,21.66667,577.0,1858.0,Chondrite — Ordinary
Kalaba,-6.83333,29.5,950.0,1951.0,Chondrite — Ordinary
Kalumbi,17.83333,73.98333,4500.0,1879.0,Chondrite — Ordinary
Kamalpur,26.03333,81.46667,2770.0,1942.0,Chondrite — Ordinary
Kamiomi,36.04167,139.95667,448.0,1913.0,Chondrite — Ordinary
Kamsagar,14.18333,75.8,1293.0,1902.0,Chondrite — Ordinary
Kandahar (Afghanistan),31.6,65.78333,299.0,1959.0,Chondrite — Ordinary
Kangean,-7.0,115.5,1630.0,1908.0,Chondrite — Ordinary
Kangra Valley,32.08333,76.3,400.0,1897.0,Chondrite — Ordinary
Kapoeta,4.7,33.63333,11355.0,1942.0,Achondrite — HED
Kaprada,20.33916,73.22329,1600.0,2004.0,Chondrite — Ordinary
Kaptal-Aryk,42.45,73.36667,3500.0,1937.0,Chondrite — Ordinary
Karakol,47.21667,81.01667,3000.0,1840.0,Chondrite — Ordinary
Karatu,-3.5,35.58333,2220.0,1963.0,Chondrite — Ordinary
Karewar,12.9,7.15,180.0,1949.0,Chondrite — Ordinary
Karkh,27.8,67.16667,22000.0,1905.0,Chondrite — Ordinary
Karloowala,31.58333,71.6,2950.0,1955.0,Chondrite — Ordinary
Karoonda,-35.08333,139.91667,41730.0,1930.0,Chondrite — Carbonaceous
Kasamatsu,35.36667,136.76667,710.0,1938.0,Chondrite — Ordinary
Kasauli,29.58333,77.58333,16820.0,2003.0,Chondrite — Ordinary
Katagum,11.33333,10.08333,1500.0,1999.0,Chondrite — Ordinary
Kavarpura,25.14333,75.81333,6800.0,2006.0,Iron meteorite
Kayakent,39.26333,31.78,85000.0,1961.0,Iron meteorite
Kediri,-7.75,112.01667,3300.0,1940.0,Chondrite — Ordinary
Kemer,36.54194,29.41822,5760.0,2008.0,Chondrite — Ordinary
Kendleton,29.45,-96.0,6937.0,1939.0,Chondrite — Ordinary
Kendrapara,20.4625,86.70278,6669.2,2003.0,Chondrite — Ordinary
Kerilis,48.4,-3.3,5000.0,1874.0,Chondrite — Ordinary
Kernouve,48.11667,-3.08333,80000.0,1869.0,Chondrite — Ordinary
Kesen,38.98333,141.61667,135000.0,1850.0,Chondrite — Ordinary
Khairpur,29.53333,72.3,13600.0,1873.0,Chondrite — Enstatite
Khanpur,25.55,83.11667,3698.0,1932.0,Chondrite — Ordinary
Kharkov,50.625,35.075,1500.0,1787.0,Chondrite — Ordinary
Kheragur,26.95,77.88333,450.0,1860.0,Chondrite — Ordinary
Khetri,28.01667,75.81667,100.0,1867.0,Chondrite — Ordinary
Khmelevka,56.75,75.33333,6109.0,1929.0,Chondrite — Ordinary
Khohar,25.1,81.53333,9700.0,1910.0,Chondrite — Ordinary
Khor Temiki,16.0,36.0,3200.0,1932.0,Achondrite — Primitive/Other
Kidairat,14.0,28.0,100000.0,1983.0,Chondrite — Ordinary
Kiel,54.4,10.15,737.6,1962.0,Chondrite — Ordinary
Kiffa,16.58333,-11.33333,1500.0,1970.0,Chondrite — Ordinary
Kijima (1906),36.85,138.38333,331.0,1906.0,Other / Ungrouped
Kikino,55.0,34.0,195.0,1809.0,Chondrite — Ordinary
Kilabo,12.76667,9.8,19000.0,2002.0,Chondrite — Ordinary
Kilbourn,43.58333,-89.6,772.0,1911.0,Chondrite — Ordinary
Killeter,54.66667,-7.66667,140.0,1844.0,Chondrite — Ordinary
Kingai,11.63333,24.68333,67.4,1967.0,Chondrite — Ordinary
Kirbyville,30.75,-95.95,97.7,1906.0,Achondrite — HED
Kisvarsány,48.16667,22.30833,1550.0,1914.0,Chondrite — Ordinary
Kitchener,43.38333,-80.38333,202.6,1998.0,Chondrite — Ordinary
Klein-Wenden,51.6,10.8,3250.0,1843.0,Chondrite — Ordinary
Knyahinya,48.9,22.4,500000.0,1866.0,Chondrite — Ordinary
Kobe,34.73333,135.16667,136.0,1999.0,Chondrite — Carbonaceous
Kokubunji,34.3,133.95,11510.0,1986.0,Chondrite — Ordinary
Komagome,35.73333,139.75,238.0,1926.0,Iron meteorite
Konovo,42.51667,26.16667,90.0,1931.0,Chondrite — Ordinary
Košice,48.76367,21.17633,4300.0,2010.0,Chondrite — Ordinary
Krähenberg,49.32694,7.46472,16500.0,1869.0,Chondrite — Ordinary
Krasnoi-Ugol,54.03333,40.9,2440.0,1829.0,Chondrite — Ordinary
Krasnyi Klyuch,54.33333,56.08333,4000.0,1946.0,Chondrite — Ordinary
Krutikha,56.8,77.0,845.2,1906.0,Other / Ungrouped
Krymka,47.83333,30.76667,50000.0,1946.0,Chondrite — Ordinary
Kukschin,51.15,31.7,2250.0,1938.0,Chondrite — Ordinary
Kulak,30.73111,66.80222,453.6,1961.0,Chondrite — Ordinary
Kuleschovka,50.75,33.5,6000.0,1811.0,Chondrite — Ordinary
Kulp,41.11667,45.0,3719.0,1906.0,Chondrite — Ordinary
Kunashak,55.78333,61.36667,200000.0,1949.0,Chondrite — Ordinary
Kunya-Urgench,42.25,59.2,1100000.0,1998.0,Chondrite — Ordinary
Kushiike,37.05,138.38333,4460.0,1920.0,Other / Ungrouped
Kusiali,29.68333,78.38333,5.0,1860.0,Chondrite — Ordinary
Kutais,44.51667,39.3,23.0,1977.0,Chondrite — Ordinary
Kuttippuram,10.83333,76.03333,45000.0,1914.0,Chondrite — Ordinary
Kuznetzovo,55.2,75.33333,4047.0,1932.0,Chondrite — Ordinary
Kyushu,32.03333,130.63333,45000.0,1886.0,Chondrite — Ordinary
La Bécasse,47.08333,1.75,2800.0,1879.0,Chondrite — Ordinary
La Charca,20.66667,-101.28333,399.0,1878.0,Other / Ungrouped
La Colina,-37.33333,-61.53333,2000.0,1924.0,Chondrite — Ordinary
La Criolla,-31.23333,-58.16667,45000.0,1985.0,Chondrite — Ordinary
Laborel,44.28333,5.58333,3833.0,1871.0,Chondrite — Ordinary
Lahrauli,26.78333,82.71667,900.0,1955.0,Achondrite — Primitive/Other
L'Aigle,48.76667,0.63333,37000.0,1803.0,Chondrite — Ordinary
Lakangaon,21.86667,76.03333,212.5,1910.0,Achondrite — HED
Lalitpur,24.45,78.56667,372.0,1887.0,Chondrite — Ordinary
Lancé,47.7,1.06667,51700.0,1872.0,Chondrite — Carbonaceous
Lancon,43.75,5.11667,7000.0,1897.0,Chondrite — Ordinary
Långhalsen,58.85,16.73333,2300.0,1947.0,Chondrite — Ordinary
Lanxi,46.24167,126.19611,1282.0,1986.0,Chondrite — Ordinary
Lanzenkirchen,47.75,16.23333,7000.0,1925.0,Chondrite — Ordinary
Laochenzhen,33.13333,115.16667,14250.0,1987.0,Chondrite — Ordinary
Launton,51.9,-1.11667,1060.0,1830.0,Chondrite — Ordinary
Lavrentievka,52.45,51.56667,800.0,1938.0,Chondrite — Ordinary
Le Pressoir,47.16667,0.43333,3000.0,1845.0,Chondrite — Ordinary
Le Teilleul,48.53333,-0.86667,780.0,1845.0,Achondrite — HED
Leedey,35.88333,-99.33333,51500.0,1943.0,Chondrite — Ordinary
Leeuwfontein,-25.66667,28.36667,460.0,1912.0,Chondrite — Ordinary
Leighlinbridge,52.66667,-6.96667,271.4,1999.0,Chondrite — Ordinary
Leighton,34.58333,-87.5,877.0,1907.0,Chondrite — Ordinary
Leonovka,52.26667,32.85,700.0,1900.0,Chondrite — Ordinary
Les Ormes,48.35,3.25,125.0,1857.0,Chondrite — Ordinary
Lesves,50.36667,4.73333,2000.0,1896.0,Chondrite — Ordinary
Lichtenberg,-26.15,26.18333,4000.0,1973.0,Chondrite — Ordinary
Lillaverke,56.65,15.86667,6862.0,1930.0,Chondrite — Ordinary
Limerick,52.56667,-8.78333,50000.0,1813.0,Chondrite — Ordinary
Linum,52.75,12.9,1862.0,1854.0,Chondrite — Ordinary
Lishui,31.63333,118.98333,498.0,1978.0,Chondrite — Ordinary
Lissa,50.2,14.85,12800.0,1808.0,Chondrite — Ordinary
Little Piney,37.91667,-92.08333,491.0,1839.0,Chondrite — Ordinary
Lixna,56.0,26.43333,5213.0,1820.0,Chondrite — Ordinary
Lodran,29.53333,71.8,1000.0,1868.0,Achondrite — Primitive/Other
Lohawat,26.96556,72.62667,40000.0,1994.0,Achondrite — HED
Lorton,38.70066,-77.21163,329.7,2010.0,Chondrite — Ordinary
Los Martinez,38.0,-0.83333,25.0,1894.0,Chondrite — Ordinary
Lost City,36.00833,-95.15,17000.0,1970.0,Chondrite — Ordinary
Louisville,38.25,-85.75,1300.0,1977.0,Chondrite — Ordinary
Łowicz,52.0,19.91667,59000.0,1935.0,Stony-iron
Lua,24.95,75.15,9241.0,1926.0,Chondrite — Ordinary
Lucé,47.85,0.48333,3500.0,1768.0,Chondrite — Ordinary
Lumpkin,32.03333,-84.76667,340.0,1869.0,Chondrite — Ordinary
Lunan,24.8,103.3,2520.0,1980.0,Chondrite — Ordinary
Lundsgård,56.21667,13.03333,11000.0,1889.0,Chondrite — Ordinary
Luotolax,61.2,27.7,885.0,1813.0,Achondrite — HED
Luponnas,46.21667,5.0,14000.0,1753.0,Chondrite — Ordinary
Lusaka,-7.21667,29.43333,,1951.0,Unknown
Mabwe-Khoywa,19.0,97.0,540.0,1937.0,Chondrite — Ordinary
Macau,-5.2,-36.66667,1500.0,1836.0,Chondrite — Ordinary
Machinga,-15.21222,35.24222,93200.0,1981.0,Chondrite — Ordinary
Macibini,-28.83333,31.95,1995.0,1936.0,Achondrite — HED
Madhipura,25.91667,86.36667,1000.0,1950.0,Chondrite — Ordinary
Madiun,-7.75,111.53333,400.0,1935.0,Chondrite — Ordinary
Madrid,40.41667,-3.71667,400.0,1896.0,Chondrite — Ordinary
Mafra,-26.16667,-49.93333,600.0,1941.0,Chondrite — Ordinary
Magnesia,37.86667,27.51667,5000.0,1899.0,Iron meteorite
Magombedze,-19.48333,31.65,666.6,1990.0,Chondrite — Ordinary
Mahadevpur,27.66667,95.78333,70500.0,2007.0,Chondrite — Ordinary
Maigatari-Danduma,12.83333,9.38333,4629.0,2004.0,Chondrite — Ordinary
Malaga,32.21667,-104.0,150.0,1933.0,Other / Ungrouped
Malakal,9.5,31.75,2000.0,1970.0,Chondrite — Ordinary
Malampaka,-3.13333,33.51667,470.0,1930.0,Chondrite — Ordinary
Malotas,-28.93333,-63.23333,,1931.0,Chondrite — Ordinary
Malvern,-29.45,26.76667,807.0,1933.0,Achondrite — HED
Mamra Springs,45.21667,62.08333,1000.0,1927.0,Chondrite — Ordinary
Manbhoom,23.05,86.7,1700.0,1863.0,Chondrite — Ordinary
Manegaon,20.96667,76.1,50.0,1843.0,Achondrite — HED
Mangwendi,-17.65,31.6,22300.0,1934.0,Chondrite — Ordinary
Manych,45.81667,44.63333,3555.0,1951.0,Chondrite — Ordinary
Mardan,34.23333,72.08333,4500.0,1948.0,Chondrite — Ordinary
Mariaville,42.71667,-99.38333,340.0,1898.0,Iron meteorite
Maribo,54.76183,11.46745,25.81,2009.0,Chondrite — Carbonaceous
Maridi,4.66667,29.25,3200.0,1941.0,Chondrite — Ordinary
Marilia,-22.25,-49.93333,2500.0,1971.0,Chondrite — Ordinary
Marion (Iowa),41.9,-91.6,28400.0,1847.0,Chondrite — Ordinary
Marjalahti,61.5,30.5,45000.0,1902.0,Stony-iron
Marmande,44.5,0.15,3000.0,1848.0,Chondrite — Ordinary
Maromandia,-14.2,48.1,6000.0,2002.0,Chondrite — Ordinary
Maryville,35.8,-84.1,1443.0,1983.0,Chondrite — Ordinary
Mascombes,45.36667,1.86667,1000.0,1836.0,Chondrite — Ordinary
Mason Gully,0.0,0.0,24.54,2010.0,Chondrite — Ordinary
Mässing,48.13333,12.61667,1600.0,1803.0,Achondrite — HED
Mauerkirchen,48.18333,13.13333,19000.0,1768.0,Chondrite — Ordinary
Mauritius,-20.0,57.0,220.0,1801.0,Chondrite — Ordinary
Mayo Belwa,8.96667,12.08333,4850.0,1974.0,Achondrite — Primitive/Other
Mazapil,24.68333,-101.68333,4000.0,1885.0,Iron meteorite
Maziba,-1.21667,30.0,4975.0,1942.0,Chondrite — Ordinary
Mbale,1.06667,34.16667,150000.0,1992.0,Chondrite — Ordinary
Medanitos,-27.25,-67.5,31.0,1953.0,Achondrite — HED
Meerut,29.01667,77.8,22.0,1861.0,Chondrite — Ordinary
Meester-Cornelis,-6.23333,106.88333,24750.0,1915.0,Chondrite — Ordinary
Menow,53.18333,13.15,10500.0,1862.0,Chondrite — Ordinary
Menziswyl,46.81867,7.21817,28.9,1903.0,Chondrite — Ordinary
Mern,55.05,12.06667,4000.0,1878.0,Chondrite — Ordinary
Meru,0.0,37.66667,6000.0,1945.0,Chondrite — Ordinary
Merua,25.48333,81.98333,71400.0,1920.0,Chondrite — Ordinary
Messina,38.18333,15.56667,2405.0,1955.0,Chondrite — Ordinary
Meuselbach,50.58333,11.1,870.0,1897.0,Chondrite — Ordinary
Mezel,45.76667,3.25,1300.0,1949.0,Chondrite — Ordinary
Mezö-Madaras,46.5,25.73333,22700.0,1852.0,Chondrite — Ordinary
Mhow,25.9,83.61667,350.0,1827.0,Chondrite — Ordinary
Mianchi,34.8,111.7,1100.0,1980.0,Chondrite — Ordinary
Middlesbrough,54.56667,-1.16667,1600.0,1881.0,Chondrite — Ordinary
Mifflin,42.9075,-90.36556,3584.0,2010.0,Chondrite — Ordinary
Mighei,48.06667,30.96667,8000.0,1889.0,Chondrite — Carbonaceous
Mihonoseki,35.56833,133.22,6380.0,1992.0,Chondrite — Ordinary
Mike,46.23333,17.53333,224.2,1944.0,Chondrite — Ordinary
Milena,46.18333,16.1,10000.0,1842.0,Chondrite — Ordinary
Millbillillie,-26.45,120.36667,330000.0,1960.0,Achondrite — HED
Miller (Arkansas),35.4,-92.05,16700.0,1930.0,Chondrite — Ordinary
Minamino,35.07833,136.93333,1040.0,1632.0,Chondrite — Ordinary
Mineo,37.28333,14.7,42.0,1826.0,Stony-iron
Min-Fan-Zhun,32.33333,120.66667,5500.0,1952.0,Chondrite — Ordinary
Minnichhof,47.7,16.6,550.0,1905.0,Other / Ungrouped
Mirzapur,25.68333,83.25,8510.0,1910.0,Chondrite — Ordinary
Misshof,56.66667,23.0,5800.0,1890.0,Chondrite — Ordinary
Mjelleim,61.73333,5.93333,100.7,1898.0,Chondrite — Ordinary
Mocs,46.8,24.03333,300000.0,1882.0,Chondrite — Ordinary
Modoc (1905),38.5,-101.1,35000.0,1905.0,Chondrite — Ordinary
Mokoia,-39.63333,174.4,4500.0,1908.0,Chondrite — Carbonaceous
Molina,38.11667,-1.16667,144000.0,1858.0,Chondrite — Ordinary
Molteno,-31.25,26.46667,150.0,1953.0,Achondrite — HED
Monahans (1998),31.60833,-102.85833,2587.0,1998.0,Chondrite — Ordinary
Monroe,35.25,-80.5,8600.0,1849.0,Chondrite — Ordinary
Monte das Fortes,38.01667,-8.25,4885.0,1950.0,Chondrite — Ordinary
Monte Milone,43.26667,13.35,3130.0,1846.0,Chondrite — Ordinary
Montferré,43.39056,1.9625,149000.0,1923.0,Chondrite — Ordinary
Montlivault,47.63333,1.58333,500.0,1838.0,Chondrite — Ordinary
Monze,-15.96667,27.35,,1950.0,Chondrite — Ordinary
Moore County,35.41667,-79.38333,1880.0,1913.0,Achondrite — HED
Mooresfort,52.45,-8.33333,3520.0,1810.0,Chondrite — Ordinary
Moorleah,-40.975,145.6,8887.5,1930.0,Chondrite — Ordinary
Moradabad,28.78333,78.83333,70.0,1808.0,Chondrite — Ordinary
Morávka,49.6,18.53333,633.0,2000.0,Chondrite — Ordinary
Mornans,44.6,5.13333,1300.0,1875.0,Chondrite — Ordinary
Moss,59.43333,10.7,3763.0,2006.0,Chondrite — Carbonaceous
Moti-ka-nagla,26.83333,77.33333,1500.0,1868.0,Chondrite — Ordinary
Motta di Conti,45.2,8.5,9150.0,1868.0,Chondrite — Ordinary
Mount Browne,-29.8,141.7,11300.0,1902.0,Chondrite — Ordinary
Mount Tazerzait,18.7,4.8,110000.0,1991.0,Chondrite — Ordinary
Mount Vaisi,44.08333,6.86667,17000.0,1637.0,Other / Ungrouped
Mtola,-11.5,33.5,1100.0,1944.0,Other / Ungrouped
Muddoor,12.63333,77.01667,4400.0,1865.0,Chondrite — Ordinary
Mulletiwu,9.33333,80.83333,25.5,1795.0,Chondrite — Ordinary
Muraid,24.5,90.21667,4703.0,1924.0,Chondrite — Ordinary
Murchison,-36.61667,145.2,100000.0,1969.0,Chondrite — Carbonaceous
Murray,36.6,-88.1,12600.0,1950.0,Chondrite — Carbonaceous
Muzaffarpur,26.13333,85.53333,1245.0,1964.0,Iron meteorite
Myhee Caunta,23.05,72.63333,,1842.0,Other / Ungrouped
Nadiabondi,12.0,1.0,8165.0,1956.0,Chondrite — Ordinary
Nagai,38.12167,140.06167,1810.0,1922.0,Chondrite — Ordinary
Nagaria,26.98333,78.21667,20.0,1875.0,Achondrite — HED
Nagy-Borové,49.16667,19.5,6100.0,1895.0,Chondrite — Ordinary
Nakhla,31.31667,30.35,10000.0,1911.0,Achondrite — Martian
Nakhon Pathom,13.73333,100.08333,23200.0,1923.0,Chondrite — Ordinary
Nammianthal,12.28333,79.2,4500.0,1886.0,Chondrite — Ordinary
Nan Yang Pao,35.66667,103.5,52900.0,1917.0,Chondrite — Ordinary
Nanjemoy,38.41667,-77.16667,7500.0,1825.0,Chondrite — Ordinary
Nantong,32.11667,121.8,529.0,1984.0,Chondrite — Ordinary
Naoki,19.25,77.0,17000.0,1928.0,Chondrite — Ordinary
Naragh,33.75,51.5,2700.0,1974.0,Chondrite — Ordinary
Narellan,-34.05,150.68889,367.5,1928.0,Chondrite — Ordinary
Narni,42.51667,12.51667,,920.0,Other / Ungrouped
Nassirah,-21.73333,165.9,347.0,1936.0,Chondrite — Ordinary
Nawapali,21.25,83.66667,105.0,1890.0,Chondrite — Carbonaceous
Neagari,36.44917,136.46528,420.0,1995.0,Chondrite — Ordinary
Nedagolla,18.68333,83.48333,4500.0,1870.0,Iron meteorite
Nejo,9.5,35.33333,2450.0,1970.0,Chondrite — Ordinary
Nerft,56.5,21.5,10250.0,1864.0,Chondrite — Ordinary
Neuschwanstein,47.525,10.80833,6189.0,2002.0,Chondrite — Enstatite
New Concord,40.0,-81.76667,230000.0,1860.0,Chondrite — Ordinary
New Halfa,15.36667,35.68333,12000.0,1994.0,Chondrite — Ordinary
New Orleans,29.94718,-90.10976,19256.0,2003.0,Chondrite — Ordinary
Ngawi,-7.45,111.41667,1393.0,1883.0,Chondrite — Ordinary
N'Goureyma,13.85,-4.38333,37500.0,1900.0,Iron meteorite
Nicorps,49.03333,-1.43333,,1750.0,Other / Ungrouped
Nikolaevka,52.45,78.63333,3996.0,1935.0,Chondrite — Ordinary
Nikolskoe,56.11667,37.33333,6000.0,1954.0,Chondrite — Ordinary
Ningbo,29.86667,121.48333,14250.0,1975.0,Iron meteorite
Ningqiang,32.925,105.90667,4610.0,1983.0,Chondrite — Carbonaceous
Nio,34.2,131.56667,467.0,1897.0,Chondrite — Ordinary
N'Kandhla,-28.56667,30.7,17200.0,1912.0,Iron meteorite
Nobleborough,44.08333,-69.48333,2300.0,1823.0,Achondrite — HED
Noblesville,40.08528,-86.055,483.7,1991.0,Chondrite — Ordinary
Nogata,33.725,130.75,472.0,860.0,Chondrite — Ordinary
Nogoya,-32.36667,-59.83333,4000.0,1879.0,Chondrite — Carbonaceous
Norfork,36.21667,-92.26667,1050.0,1918.0,Iron meteorite
Norton County,39.68333,-99.86667,1100000.0,1948.0,Achondrite — Primitive/Other
Noventa Vicentina,45.29167,11.52722,177.0,1971.0,Chondrite — Ordinary
Novo-Urei,54.81667,46.0,1900.0,1886.0,Achondrite — Primitive/Other
Novy-Ergi,58.55,31.33333,,1662.0,Other / Ungrouped
Novy-Projekt,56.0,22.0,1001.0,1908.0,Other / Ungrouped
Noyan-Bogdo,42.91667,102.46667,250.0,1933.0,Chondrite — Ordinary
Nuevo Mercurio,24.3,-102.13333,50000.0,1978.0,Chondrite — Ordinary
Nulles,41.63333,0.75,5000.0,1851.0,Chondrite — Ordinary
Numakai,43.33333,141.86667,363.0,1925.0,Chondrite — Ordinary
Nyaung,21.20833,94.91667,737.6,1939.0,Iron meteorite
Nyirábrany,47.55,22.025,1100.0,1914.0,Chondrite — Ordinary
Ochansk,57.78333,55.26667,500000.0,1887.0,Chondrite — Ordinary
Oesede,52.28333,8.05,1400.0,1927.0,Chondrite — Ordinary
Oesel,58.5,23.0,6000.0,1855.0,Chondrite — Ordinary
Ofehértó,47.88333,22.03333,3750.0,1900.0,Chondrite — Ordinary
Ogi,33.28333,130.2,14360.0,1741.0,Chondrite — Ordinary
Ohaba,46.06667,23.58333,16250.0,1857.0,Chondrite — Ordinary
Ohuma,6.75,8.5,7700.0,1963.0,Chondrite — Ordinary
Ojuelos Altos,38.18333,-5.4,5850.0,1926.0,Chondrite — Ordinary
Okabe,36.18333,139.21667,194.0,1958.0,Chondrite — Ordinary
Okano,35.08333,135.2,4742.0,1904.0,Iron meteorite
Okniny,50.83333,25.5,12000.0,1834.0,Chondrite — Ordinary
Oldenburg (1930),52.95,8.16667,16570.0,1930.0,Chondrite — Ordinary
Oliva-Gandia,39.0,-0.03333,,1519.0,Other / Ungrouped
Olivenza,38.71667,-7.06667,150000.0,1924.0,Chondrite — Ordinary
Olmedilla de Alarcón,39.56667,-2.1,40000.0,1929.0,Chondrite — Ordinary
Omolon,64.02,161.80833,250000.0,1981.0,Stony-iron
Orgueil,43.88333,1.38333,14000.0,1864.0,Chondrite — Carbonaceous
Orlando,28.5475,-81.36222,180.0,2004.0,Achondrite — HED
Ornans,47.11667,6.15,6000.0,1868.0,Chondrite — Carbonaceous
Ortenau,48.5,8.0,4500.0,1671.0,Other / Ungrouped
Orvinio,42.13333,12.93333,3400.0,1872.0,Chondrite — Ordinary
Oterøy,58.88333,9.4,246.0,1928.0,Chondrite — Ordinary
Otomi,38.4,140.35,6510.0,1867.0,Chondrite — Ordinary
Ottawa,38.6,-95.21667,840.0,1896.0,Chondrite — Ordinary
Ouadangou,12.9,0.08,4440.0,2003.0,Chondrite — Ordinary
Oued el Hadjar,30.18,-6.57717,1215.5,1986.0,Chondrite — Ordinary
Oum Dreyga,24.3,-13.1,17000.0,2003.0,Chondrite — Ordinary
Ourique,37.60833,-8.28,20000.0,1998.0,Chondrite — Ordinary
Ovambo,-18.0,16.0,121.5,1900.0,Chondrite — Ordinary
Oviedo,43.4,-5.86667,205.0,1856.0,Chondrite — Ordinary
Owrucz,51.33333,28.83333,,1775.0,Other / Ungrouped
Pacula,21.05,-99.3,3400.0,1881.0,Chondrite — Ordinary
Padvarninkai,55.66667,25.0,3858.0,1929.0,Achondrite — HED
Paitan,17.74333,120.45583,515.0,1910.0,Chondrite — Ordinary
Palahatchie,32.31667,-89.71667,,1910.0,Other / Ungrouped
Palca de Aparzo,-23.11667,-65.1,1430.0,1988.0,Chondrite — Ordinary
Palinshih,43.48333,118.61667,18000.0,1914.0,Iron meteorite
Palmyra,39.8,-91.5,135.0,1926.0,Chondrite — Ordinary
Palolo Valley,21.3,-157.78333,682.0,1949.0,Chondrite — Ordinary
Pampanga,15.08333,120.7,10500.0,1859.0,Chondrite — Ordinary
