name,reclat,reclong,mass (g),year,family
Pantar,8.06667,124.28333,2130.0,1938.0,Chondrite — Ordinary
Paragould,36.06667,-90.5,408000.0,1930.0,Chondrite — Ordinary
Parambu,-6.23333,-40.7,2000.0,1967.0,Chondrite — Ordinary
Paranaiba,-19.13333,-51.66667,100000.0,1956.0,Chondrite — Ordinary
Park Forest,41.48472,-87.67917,18000.0,2003.0,Chondrite — Ordinary
Parnallee,9.23333,78.35,77600.0,1857.0,Chondrite — Ordinary
Parsa,26.2,85.4,800.0,1942.0,Chondrite — Enstatite
Pasamonte,36.21667,-103.4,5100.0,1933.0,Achondrite — HED
Patora,20.93694,82.05,4375.0,1969.0,Chondrite — Ordinary
Patrimonio,-19.53333,-48.56667,2121.0,1950.0,Chondrite — Ordinary
Patti,38.13333,14.96667,12.0,1922.0,Iron meteorite
Patwar,23.15,91.18333,37350.0,1935.0,Stony-iron
Pavel,43.46667,25.51667,2968.0,1966.0,Chondrite — Ordinary
Pavlodar (stone),52.3,77.03333,142.5,1938.0,Chondrite — Ordinary
Pavlograd,48.53333,35.98333,40000.0,1826.0,Chondrite — Ordinary
Pavlovka,52.03333,43.0,2000.0,1882.0,Achondrite — HED
Pê,11.33367,-3.54217,,1989.0,Chondrite — Ordinary
Peace River,56.13333,-117.93333,45760.0,1963.0,Chondrite — Ordinary
Peckelsheim,51.66667,9.25,117.8,1953.0,Achondrite — HED
Peekskill,41.28333,-73.91667,12570.0,1992.0,Chondrite — Ordinary
Peña Blanca Spring,30.125,-103.11667,70000.0,1946.0,Achondrite — Primitive/Other
Peramiho,-10.66667,35.5,165.0,1899.0,Achondrite — HED
Perpeti,23.325,91.0,23474.0,1935.0,Chondrite — Ordinary
Perth,56.4,-3.43333,2.0,1830.0,Chondrite — Ordinary
Pervomaisky,56.63333,39.43333,66000.0,1933.0,Chondrite — Ordinary
Pesyanoe,55.5,66.08333,3393.0,1933.0,Achondrite — Primitive/Other
Pétèlkolé,14.052,0.42,189.0,1995.0,Chondrite — Ordinary
Petersburg,35.3,-86.63333,1800.0,1855.0,Achondrite — HED
Pettiswood,53.53333,-7.33333,,1779.0,Other / Ungrouped
Phillips County (stone),40.0,-99.25,57900.0,1901.0,Chondrite — Ordinary
Phu Hong,11.25,108.58333,500.0,1887.0,Chondrite — Ordinary
Phum Sambo,12.0,105.48333,7800.0,1933.0,Chondrite — Ordinary
Phuoc-Binh,15.71667,108.1,11000.0,1941.0,Chondrite — Ordinary
Piancaldoli,44.24417,11.50222,13.1,1968.0,Chondrite — Ordinary
Picote,41.36667,-6.23333,,1843.0,Other / Ungrouped
Pillistfer,58.66667,25.73333,23250.0,1863.0,Chondrite — Enstatite
Piplia Kalan,26.03472,73.94167,42000.0,1996.0,Achondrite — HED
Piquetberg,-32.86667,18.71667,37.0,1881.0,Chondrite — Ordinary
Pirgunje,25.8,88.45,842.0,1882.0,Chondrite — Ordinary
Pirthalla,29.58333,76.0,1161.0,1884.0,Chondrite — Ordinary
Pitts,31.95,-83.51667,3760.0,1921.0,Iron meteorite
Plantersville,30.7,-96.11667,2085.0,1930.0,Chondrite — Ordinary
Pleşcoi,45.275,26.70972,6913.0,2008.0,Chondrite — Ordinary
Ploschkovitz,50.53333,14.11667,39.0,1723.0,Chondrite — Ordinary
Pnompehn,11.58333,104.91667,96.0,1868.0,Chondrite — Ordinary
Pohlitz,50.93333,12.13333,3000.0,1819.0,Chondrite — Ordinary
Pokhra,26.71667,82.66667,350.0,1866.0,Chondrite — Ordinary
Pollen,66.34833,14.015,253.6,1942.0,Chondrite — Carbonaceous
Pontlyfni,53.03639,-4.31944,157.0,1931.0,Achondrite — Primitive/Other
Portales Valley,34.175,-103.295,71400.0,1998.0,Chondrite — Ordinary
Portugal,38.5,-8.0,4500.0,1796.0,Other / Ungrouped
Po-wang Chen,31.41667,118.5,665.0,1933.0,Chondrite — Ordinary
Prambachkirchen,48.3025,13.94083,2125.0,1932.0,Chondrite — Ordinary
Pribram,49.66667,14.03333,5555.0,1959.0,Chondrite — Ordinary
Pricetown,39.11667,-83.85,900.0,1893.0,Chondrite — Ordinary
Puerto Lápice,39.35,-3.51667,500.0,2007.0,Achondrite — HED
Pulsora,23.36667,75.18333,560.0,1863.0,Chondrite — Ordinary
Pultusk,52.76667,21.26667,250000.0,1868.0,Chondrite — Ordinary
Punganaru,13.33333,78.95,100.0,1811.0,Other / Ungrouped
Putinga,-29.03333,-53.05,300000.0,1937.0,Chondrite — Ordinary
Qidong,32.08333,121.5,1275.0,1982.0,Chondrite — Ordinary
Qingzhen,26.53333,106.46667,2600.0,1976.0,Chondrite — Enstatite
Queen's Mercy,-30.11667,28.7,7000.0,1925.0,Chondrite — Ordinary
Quenggouk,17.76667,95.18333,6045.0,1857.0,Chondrite — Ordinary
Quesa,39.0,-0.66667,10750.0,1898.0,Iron meteorite
Quija,44.61667,126.13333,17450.0,1990.0,Chondrite — Ordinary
Quincay,46.6,0.25,65.0,1851.0,Chondrite — Ordinary
Raco,-26.66667,-65.45,5000.0,1957.0,Chondrite — Ordinary
Raghunathpura,27.72528,76.465,10200.0,1986.0,Iron meteorite
Rahimyar Khan,28.225,70.2,67225.0,1983.0,Chondrite — Ordinary
Rakovka,52.98333,37.03333,9000.0,1878.0,Chondrite — Ordinary
Ramnagar,26.45,82.9,3766.0,1940.0,Chondrite — Ordinary
Rampurhat,24.16667,87.76667,100.0,1916.0,Chondrite — Ordinary
Ramsdorf,51.88333,6.93333,4682.0,1958.0,Chondrite — Ordinary
Ranchapur,23.98333,87.08333,290.4,1917.0,Chondrite — Ordinary
Rancho de la Presa,19.86667,-100.81667,300.0,1899.0,Chondrite — Ordinary
Rangala,25.38333,72.01667,3224.5,1937.0,Chondrite — Ordinary
Raoyang,38.2,115.7,4910.0,1919.0,Chondrite — Ordinary
Ras Tanura,26.66667,50.15,6.1,1961.0,Chondrite — Ordinary
Rasgrad,43.5,26.53333,24700.0,1740.0,Other / Ungrouped
Ratyn,52.2,17.98333,910.0,1880.0,Other / Ungrouped
Red Canyon Lake,38.13742,-119.75812,18.41,2007.0,Chondrite — Ordinary
Reliegos,42.475,-5.33333,17300.0,1947.0,Chondrite — Ordinary
Rembang,-6.73333,111.36667,10000.0,1919.0,Iron meteorite
Renazzo,44.76667,11.28333,1000.0,1824.0,Chondrite — Carbonaceous
Renca,-32.75,-65.28333,300.0,1925.0,Chondrite — Ordinary
Renqiu,38.66667,116.13333,355.0,1916.0,Chondrite — Ordinary
Repeev Khutor,48.6,45.66667,7000.0,1933.0,Iron meteorite
Revelstoke,51.33333,-118.95,1.0,1965.0,Chondrite — Carbonaceous
Rewari,28.2,76.66667,3332.0,1929.0,Chondrite — Ordinary
Rich Mountain,35.03333,-83.03333,668.0,1903.0,Chondrite — Ordinary
Uzcudun,-44.11667,-66.15,20000.0,1948.0,Chondrite — Ordinary
Richardton,46.88333,-102.31667,90000.0,1918.0,Chondrite — Ordinary
Richland Springs,31.25,-99.03333,1900.0,1980.0,Other / Ungrouped
Richmond,37.46667,-77.5,1800.0,1828.0,Chondrite — Ordinary
Rio Negro,-26.1,-49.8,1310.0,1934.0,Chondrite — Ordinary
Rivolta de Bassi,45.48333,9.51667,103.3,1490.0,Other / Ungrouped
Rochester,41.08333,-86.28333,340.0,1876.0,Chondrite — Ordinary
Rockhampton,-23.38333,150.51667,1641.0,1895.0,Other / Ungrouped
Roda,42.3,0.55,400.0,1871.0,Achondrite — HED
Rodach,50.35,10.8,2900.0,1775.0,Other / Ungrouped
Rose City,44.51667,-83.95,10600.0,1921.0,Chondrite — Ordinary
Rowton,52.76667,-2.51667,3500.0,1876.0,Iron meteorite
Ruhobobo,-1.45,29.83333,465.5,1976.0,Chondrite — Ordinary
Rumuruti,0.26667,36.53333,67.0,1934.0,Chondrite — Rumuruti (R)
Rupota,-10.26667,38.76667,6000.0,1949.0,Chondrite — Ordinary
Ryechki,51.13333,34.5,13000.0,1914.0,Chondrite — Ordinary
Sabetmahet,27.43333,82.08333,1250.0,1855.0,Chondrite — Ordinary
Sabrum,23.08333,91.66667,478.0,1999.0,Chondrite — Ordinary
Sagan,51.53333,14.88333,,1636.0,Other / Ungrouped
Saint-Sauveur,43.73333,1.38333,14000.0,1914.0,Chondrite — Enstatite
Saint-Séverin,45.3,0.23333,271000.0,1966.0,Chondrite — Ordinary
Sakauchi,35.66667,136.3,4180.0,1913.0,Iron meteorite
Salem,44.97917,-122.96944,61.4,1981.0,Chondrite — Ordinary
Salles,46.05,4.63333,9000.0,1798.0,Chondrite — Ordinary
Salzwedel,52.75,11.05,43.0,1985.0,Chondrite — Ordinary
Samelia,25.66667,74.86667,2462.0,1921.0,Iron meteorite
San Juan Capistrano,33.48472,-117.6625,56.0,1973.0,Chondrite — Ordinary
San Michele,43.66667,13.0,237.0,2002.0,Chondrite — Ordinary
San Pedro de Quiles,-31.01667,-71.4,282.0,1956.0,Chondrite — Ordinary
San Pedro Jacuaro,19.76667,-100.65,460.0,1968.0,Chondrite — Ordinary
Santa Barbara,-29.2,-51.86667,400.0,1873.0,Chondrite — Ordinary
Santa Cruz,24.16667,-99.33333,60.0,1939.0,Chondrite — Carbonaceous
Santa Isabel,-33.9,-61.7,5500.0,1924.0,Chondrite — Ordinary
Santa Lucia (2008),-31.535556,-68.489444,4000.0,2008.0,Chondrite — Ordinary
São Jose do Rio Preto,-20.81,-49.38056,927.0,1962.0,Chondrite — Ordinary
Saratov,52.55,46.55,200000.0,1918.0,Chondrite — Ordinary
Sasagase,34.71667,137.78333,695.0,1688.0,Chondrite — Ordinary
Sauguis,43.15,-0.85,4000.0,1868.0,Chondrite — Ordinary
Savtschenskoje,47.21667,29.86667,2500.0,1894.0,Chondrite — Ordinary
Sayama,35.86667,139.4,430.0,1986.0,Chondrite — Carbonaceous
Sazovice,49.23333,17.56667,412.0,1934.0,Chondrite — Ordinary
Schellin,53.35,15.05,7000.0,1715.0,Chondrite — Ordinary
Schenectady,42.86083,-73.95028,283.3,1968.0,Chondrite — Ordinary
Schönenberg,48.11667,10.46667,8000.0,1846.0,Chondrite — Ordinary
Searsmont,44.36667,-69.2,5400.0,1871.0,Chondrite — Ordinary
Sediköy,38.3,27.13333,240.0,1917.0,Chondrite — Ordinary
Segowlie,26.75,84.78333,6930.0,1853.0,Chondrite — Ordinary
Selakopi,-7.23333,107.33333,1590.0,1939.0,Chondrite — Ordinary
Seldebourak,22.83333,4.98333,150.0,1947.0,Chondrite — Ordinary
Semarkona,22.25,79.0,691.0,1940.0,Chondrite — Ordinary
Sena,41.71667,-0.05,4000.0,1773.0,Chondrite — Ordinary
Senboku,39.43833,140.51167,866.0,1993.0,Chondrite — Ordinary
Seoni,21.68389,79.50083,20000.0,1966.0,Chondrite — Ordinary
Seres,41.05,23.56667,8500.0,1818.0,Chondrite — Ordinary
Serra de Magé,-8.38333,-36.76667,1800.0,1923.0,Achondrite — HED
Sete Lagoas,-19.46667,-44.21667,350.0,1908.0,Chondrite — Ordinary
Sevilla,37.41667,-6.0,180.0,1862.0,Chondrite — Ordinary
Sevrukovo,50.61667,36.6,101000.0,1874.0,Chondrite — Ordinary
Sfax,34.75,10.71667,7000.0,1989.0,Chondrite — Ordinary
Shalka,23.1,87.3,4000.0,1850.0,Achondrite — HED
Sharps,37.83333,-76.7,1265.0,1921.0,Chondrite — Ordinary
Shelburne,44.05,-80.16667,18600.0,1904.0,Chondrite — Ordinary
Shergotty,24.55,84.83333,5000.0,1865.0,Achondrite — Martian
Sheyang,33.65,120.06667,605.0,1976.0,Chondrite — Ordinary
Shikarpur,25.85,87.5775,3679.7,1921.0,Chondrite — Ordinary
Shuangyang,43.5,125.66667,3900.0,1971.0,Chondrite — Ordinary
Shupiyan,33.71667,74.83333,5000.0,1912.0,Chondrite — Ordinary
Shytal,24.33333,90.16667,3200.0,1863.0,Chondrite — Ordinary
Siena,43.11667,11.6,3700.0,1794.0,Chondrite — Ordinary
Sikhote-Alin,46.16,134.65333,23000000.0,1947.0,Iron meteorite
Silao,20.93333,-101.38333,1710.0,1995.0,Chondrite — Ordinary
Silistra,44.11667,27.26667,0.15,1917.0,Chondrite — Other
Simmern,49.98333,7.53333,1222.0,1920.0,Chondrite — Ordinary
Sinai,30.9,32.48333,1455.0,1916.0,Chondrite — Ordinary
Sindhri,26.21667,69.55,8400.0,1901.0,Chondrite — Ordinary
Sinnai,39.3,9.2,2000.0,1956.0,Chondrite — Ordinary
Sioux County,42.58333,-103.66667,4100.0,1933.0,Achondrite — HED
Sitathali,20.91667,82.58333,1600.0,1875.0,Chondrite — Ordinary
Sivas,39.82467,36.13583,40000.0,1989.0,Chondrite — Ordinary
Sixiangkou,32.43333,119.86667,630.0,1989.0,Chondrite — Ordinary
Ski,59.73333,10.86667,850.0,1848.0,Chondrite — Ordinary
Slavetic,45.68333,15.6,1708.0,1868.0,Chondrite — Ordinary
Slobodka,55.0,35.0,2750.0,1818.0,Chondrite — Ordinary
Soheria,27.13333,84.06667,72.9,1960.0,Other / Ungrouped
Soko-Banja,43.66667,21.86667,80000.0,1877.0,Chondrite — Ordinary
Sologne,47.36667,1.73333,54.0,1860.0,Chondrite — Ordinary
Sołtmany,54.00883,22.005,1066.0,2011.0,Chondrite — Ordinary
Sone,35.16667,135.33333,17100.0,1866.0,Chondrite — Ordinary
Songyuan,45.25,125.0,36900.0,1993.0,Chondrite — Ordinary
Sopot,44.41667,23.5,958.0,1927.0,Other / Ungrouped
Soroti,1.7,33.63333,2050.0,1945.0,Iron meteorite
St. Caprais-de-Quinsac,44.75,0.05,360.0,1883.0,Chondrite — Ordinary
St. Christophe-la-Chartreuse,46.95,-1.5,5500.0,1841.0,Chondrite — Ordinary
St. Denis Westrem,51.05,3.75,700.0,1855.0,Chondrite — Ordinary
St. Germain-du-Pinel,48.01667,-1.15,4000.0,1890.0,Chondrite — Ordinary
St. Louis,38.7,-90.23333,1000.0,1950.0,Chondrite — Ordinary
St. Mark's,-32.01667,27.41667,13780.0,1903.0,Chondrite — Enstatite
St. Mary's County,38.16667,-76.38333,24.3,1919.0,Chondrite — Ordinary
St. Mesmin,48.45,3.93333,8300.0,1866.0,Chondrite — Ordinary
St. Michel,61.65,27.2,17000.0,1910.0,Chondrite — Ordinary
St.-Chinian,43.43333,2.95,134.3,1959.0,Chondrite — Ordinary
Ställdalen,59.93333,14.95,34000.0,1876.0,Chondrite — Ordinary
Stannern,49.28333,15.56667,52000.0,1808.0,Achondrite — HED
Stavropol,45.05,41.98333,1500.0,1857.0,Chondrite — Ordinary
Ste. Marguerite,50.76667,3.0,4960.0,1962.0,Chondrite — Ordinary
Sterlitamak,53.66667,55.98333,325000.0,1990.0,Iron meteorite
Stolzenau,52.53333,9.05,,1647.0,Other / Ungrouped
Stratford,41.2,-73.13333,50.0,1974.0,Chondrite — Ordinary
Strathmore,56.58333,-3.25,13400.0,1917.0,Chondrite — Ordinary
Stretchleigh,50.38333,-3.95,10400.0,1623.0,Other / Ungrouped
St-Robert,45.96861,-72.97806,25400.0,1994.0,Chondrite — Ordinary
Success,36.48333,-90.66667,3500.0,1924.0,Chondrite — Ordinary
Suchy Dul,50.53806,16.26333,815.3,1969.0,Chondrite — Ordinary
Suizhou,31.61667,113.46667,260000.0,1986.0,Chondrite — Ordinary
Sulagiri,12.66667,78.03333,110000.0,2008.0,Chondrite — Ordinary
Sultanpur,25.93333,84.28333,1710.5,1916.0,Chondrite — Ordinary
Sungach,44.86667,133.16667,637.0,1935.0,Chondrite — Ordinary
Supuhee,26.71667,84.21667,7235.0,1865.0,Chondrite — Ordinary
Sutter's Mill,38.80389,-120.90806,992.5,2012.0,Chondrite — Carbonaceous
Sylacauga,33.18836,-86.2945,5560.0,1954.0,Chondrite — Ordinary
Tabor,49.4,14.65,7540.0,1753.0,Chondrite — Ordinary
Tadjera,36.18333,5.41667,9000.0,1867.0,Chondrite — Ordinary
Tagish Lake,59.70444,-134.20139,10000.0,2000.0,Chondrite — Carbonaceous
Tahara,34.72,137.305,1000.0,1991.0,Chondrite — Ordinary
Takenouchi,35.38333,134.9,720.0,1880.0,Chondrite — Ordinary
Tambakwatu,-7.75,112.76667,10500.0,1975.0,Chondrite — Ordinary
Tamdakht,31.16333,-7.015,100000.0,2008.0,Chondrite — Ordinary
Tané,35.43333,136.23333,905.0,1918.0,Chondrite — Ordinary
Taonan,45.4,122.9,3850.0,1965.0,Chondrite — Ordinary
Tatahouine,32.95,10.41667,12000.0,1931.0,Achondrite — HED
Tathlith,19.38333,43.73333,2500.0,1967.0,Chondrite — Ordinary
Tauk,35.13333,44.45,6000.0,1929.0,Chondrite — Ordinary
Tauti,46.71667,23.5,21000.0,1937.0,Chondrite — Ordinary
Tenham,-25.73333,142.95,160000.0,1879.0,Chondrite — Ordinary
Tennasilm,58.03333,26.95,28500.0,1872.0,Chondrite — Ordinary
Thal,33.4,70.6,342.0,1950.0,Chondrite — Ordinary
Thika,-1.00278,37.15028,14200.0,2011.0,Chondrite — Ordinary
Thuathe,-29.33333,27.58333,45300.0,2002.0,Chondrite — Ordinary
Tianzhang,32.94667,118.99,2232.0,1986.0,Chondrite — Ordinary
Tieschitz,49.6,17.11667,28000.0,1878.0,Chondrite — Ordinary
Tilden,38.2,-89.68333,74800.0,1927.0,Chondrite — Ordinary
Tillaberi,14.25,1.53333,3000.0,1970.0,Chondrite — Ordinary
Timochin,54.5,35.2,65500.0,1807.0,Chondrite — Ordinary
Tirupati,13.63333,79.41667,230.0,1934.0,Chondrite — Ordinary
Tissint,29.48195,-7.61123,7000.0,2011.0,Achondrite — Martian
Tjabe,-7.08333,111.53333,20000.0,1869.0,Chondrite — Ordinary
Tjerebon,-6.66667,106.58333,16500.0,1922.0,Chondrite — Ordinary
Tomakovka,47.85,34.76667,600.0,1905.0,Chondrite — Ordinary
Tomatlan,20.16667,-105.21667,900.0,1879.0,Chondrite — Ordinary
Tomita,34.5,133.75,600.0,1916.0,Chondrite — Ordinary
Tomiya,38.36667,140.86556,27.5,1984.0,Chondrite — Ordinary
Tonk,24.65,76.86667,7.7,1911.0,Chondrite — Carbonaceous
Torino,45.06667,7.66667,977.0,1988.0,Chondrite — Ordinary
Torrington,42.06667,-104.16667,259.1,1944.0,Chondrite — Ordinary
Toulouse,43.6,1.4,1030.0,1812.0,Chondrite — Ordinary
Tounkin,51.73333,102.53333,2000.0,1824.0,Other / Ungrouped
Tourinnes-la-Grosse,50.78333,4.76667,14500.0,1863.0,Chondrite — Ordinary
Trebbin,52.21667,13.16667,1250.0,1988.0,Chondrite — Ordinary
Trenzano,45.46667,10.0,11800.0,1856.0,Chondrite — Ordinary
Treysa,50.91667,9.18333,63000.0,1916.0,Iron meteorite
Tromøy,58.47333,8.86667,357.4,1950.0,Chondrite — Ordinary
Troup,32.16667,-95.1,1020.0,1917.0,Chondrite — Ordinary
Trysil,61.3,12.3,640.0,1927.0,Chondrite — Ordinary
Tsukuba,36.06333,140.145,800.0,1996.0,Chondrite — Ordinary
Tuan Tuc,9.66667,105.66667,13100.0,1921.0,Chondrite — Ordinary
Tugalin-Bulen,45.46667,105.38333,10000.0,1967.0,Chondrite — Ordinary
Tulung Dzong,30.0,90.75,,1944.0,Other / Ungrouped
Turtle Lake,45.34583,-92.05167,89.3,1996.0,Chondrite — Ordinary
Tuxtuac,21.66667,-103.36667,30000.0,1975.0,Chondrite — Ordinary
Tysnes Island,60.0,5.61667,19860.0,1884.0,Chondrite — Ordinary
Tyumen,57.16667,65.53333,750.0,1903.0,Iron meteorite
Uberaba,-19.81667,-48.78333,40000.0,1903.0,Chondrite — Ordinary
Ucera,11.05,-69.85,4590.0,1970.0,Chondrite — Ordinary
Uchkuduk,41.76667,62.51667,1000.0,1989.0,Chondrite — Ordinary
Udei Station,7.95,8.08333,103000.0,1927.0,Iron meteorite
Uden,51.65,5.61667,710.0,1840.0,Chondrite — Ordinary
Udipi,13.48333,74.78333,3600.0,1866.0,Chondrite — Ordinary
Ufana,-4.26667,35.35,189.2,1957.0,Chondrite — Enstatite
Ulmiz,46.93333,7.21667,76.5,1926.0,Chondrite — Ordinary
Umbala,30.33333,76.33333,100.0,1822.0,Chondrite — Ordinary
Umm Ruaba,13.46667,31.21667,1700.0,1966.0,Chondrite — Ordinary
Undulung,66.13889,124.76667,113.4,1986.0,Chondrite — Ordinary
Unkoku,34.8,127.0,1000.0,1924.0,Other / Ungrouped
Urasaki,34.48333,133.28333,1500.0,1926.0,Other / Ungrouped
Usti Nad Orlici,49.975,16.375,1269.0,1963.0,Chondrite — Ordinary
Utrecht,52.11667,5.18333,9700.0,1843.0,Chondrite — Ordinary
Utzenstorf,47.11667,7.55,3422.0,1928.0,Chondrite — Ordinary
Vago,45.41667,11.13333,40.0,1668.0,Chondrite — Ordinary
Valdavur,11.98333,79.75,2799.0,1944.0,Chondrite — Ordinary
Valdinizza,44.86667,9.15,1004.0,1903.0,Chondrite — Ordinary
Valdinoce,44.06667,12.1,,1495.0,Other / Ungrouped
Valera,9.31667,-70.62833,50000.0,1972.0,Chondrite — Ordinary
Varre-Sai,-20.85001,-41.73356,2500.0,2010.0,Chondrite — Ordinary
Vavilovka,46.15,32.83333,1932.0,1876.0,Chondrite — Ordinary
Vengerovo,56.13333,77.26667,10800.0,1950.0,Chondrite — Ordinary
Veramin,35.33333,51.63333,54000.0,1880.0,Stony-iron
Verkhne Tschirskaia,48.41667,43.2,8000.0,1843.0,Chondrite — Ordinary
Vernon County,43.5,-91.16667,1500.0,1865.0,Chondrite — Ordinary
Vetluga,57.8,45.8,750.0,1949.0,Achondrite — HED
Vigarano,44.85,11.4,15000.0,1910.0,Chondrite — Carbonaceous
Villalbeto de la Peña,42.8,-4.66667,3500.0,2004.0,Chondrite — Ordinary
Villarrica,-25.83333,-56.5,,1925.0,Other / Ungrouped
Vilna,54.225,-111.69167,0.1,1967.0,Chondrite — Ordinary
Virba,43.53333,22.63333,3600.0,1873.0,Chondrite — Ordinary
Vishnupur,23.1,87.43333,2437.0,1906.0,Chondrite — Ordinary
Vissannapeta,16.83333,80.75,1303.8,1997.0,Achondrite — HED
Visuni,25.45,70.0,594.0,1915.0,Chondrite — Ordinary
Vouillé,46.63333,0.16667,20000.0,1831.0,Chondrite — Ordinary
Walters,34.33333,-98.3,28100.0,1946.0,Chondrite — Ordinary
Warrenton,38.68333,-91.15,1600.0,1877.0,Chondrite — Carbonaceous
Washougal,45.58333,-122.35,225.0,1939.0,Achondrite — HED
Werdama,32.79732,21.78713,4000.0,2006.0,Chondrite — Ordinary
Wessely,48.95,17.38333,3750.0,1831.0,Chondrite — Ordinary
Weston,41.266667,-73.266667,150000.0,1807.0,Chondrite — Ordinary
Wethersfield (1971),41.7,-72.65,350.0,1971.0,Chondrite — Ordinary
Wethersfield (1982),41.71056,-72.67361,2756.0,1982.0,Chondrite — Ordinary
Whetstone Mountains,31.96185,-110.434183,2138.74,2009.0,Chondrite — Ordinary
Wiluna,-26.59278,120.32833,150000.0,1967.0,Chondrite — Ordinary
Witklip Farm,-26.0,30.0,22.0,1918.0,Chondrite — Ordinary
Witsand Farm,-28.66667,18.91667,66.0,1932.0,Chondrite — Ordinary
Wittekrantz,-32.5,23.0,2200.0,1880.0,Chondrite — Ordinary
Wolamo,9.0,39.0,166.4,1964.0,Other / Ungrouped
Wold Cottage,54.13667,-0.41333,25000.0,1795.0,Chondrite — Ordinary
Woolgorong,-27.75,115.83333,36000.0,1960.0,Chondrite — Ordinary
Worden,42.38467,-83.6115,1551.0,1997.0,Chondrite — Ordinary
Wuan,36.75,114.25,50000.0,1986.0,Chondrite — Ordinary
Wuzhi,35.13333,113.33333,,1931.0,Other / Ungrouped
Xi Ujimgin,44.66667,117.5,5900.0,1980.0,Chondrite — Ordinary
Xingyang,32.33333,114.31667,75500.0,1977.0,Chondrite — Ordinary
Yafa,13.71111,45.17,5700.0,2000.0,Chondrite — Ordinary
Yambo,1.0,22.5,4.0,1951.0,Chondrite — Ordinary
Yangchiang,21.83333,111.83333,20000.0,1954.0,Chondrite — Ordinary
Yanzhuang,24.56667,114.16667,3500.0,1990.0,Chondrite — Ordinary
Yardymly,38.93333,48.25,150200.0,1959.0,Iron meteorite
Yatoor,14.3,79.76667,13600.0,1852.0,Chondrite — Ordinary
Yonozu,37.75,139.0,31650.0,1837.0,Chondrite — Ordinary
Yorktown (New York),41.28333,-73.81667,250.0,1869.0,Chondrite — Ordinary
Yoshiki,34.16667,131.45,0.1,1928.0,Other / Ungrouped
Yukan,28.71667,116.61667,4800.0,1931.0,Chondrite — Ordinary
Yurtuk,47.31667,35.36667,1472.0,1936.0,Achondrite — HED
Zaborzika,50.28333,27.68333,3867.0,1818.0,Chondrite — Ordinary
Zabrodje,55.18333,27.91667,3000.0,1893.0,Chondrite — Ordinary
Zag,27.33333,-9.33333,175000.0,1998.0,Chondrite — Ordinary
Zagami,11.73333,7.08333,18000.0,1962.0,Achondrite — Martian
Zaisan,47.5,83.0,463.0,1963.0,Chondrite — Ordinary
Zaisho,33.7,133.8,330.0,1898.0,Stony-iron
Zaoyang,32.3,112.75,14250.0,1984.0,Chondrite — Ordinary
Zavetnoe,47.13333,43.9,800.0,1952.0,Chondrite — Ordinary
Zavid,44.4,19.11667,95000.0,1897.0,Chondrite — Ordinary
Zebrak,49.88333,13.91667,2000.0,1824.0,Chondrite — Ordinary
Zemaitkiemis,55.3,25.0,44100.0,1933.0,Chondrite — Ordinary
Zhaodong,45.81667,125.91667,42000.0,1984.0,Chondrite — Ordinary
Zhovtnevyi,47.58333,37.25,107000.0,1938.0,Chondrite — Ordinary
Zhuanghe,39.66667,122.98333,2900.0,1976.0,Chondrite — Ordinary
Zmenj,51.83333,26.83333,246.0,1858.0,Achondrite — HED
Zomba,-15.18333,35.28333,7500.0,1899.0,Chondrite — Ordinary
Zsadany,46.93333,21.5,552.0,1875.0,Chondrite — Ordinary
Zvonkov,50.2,30.25,2568.0,1955.0,Chondrite — Ordinary
