name,reclat,reclong,mass (g),year,family
Dhofar 720,18.945,54.895,392.0,2000.0,Chondrite — Ordinary
Hickiwan,32.35833,-112.40889,1928.0,1974.0,Chondrite — Ordinary
Queen Alexandra Range 97291,-84.0,168.0,14.1,1997.0,Chondrite — Ordinary
Dhofar 848,18.20167,54.28,162.0,2001.0,Chondrite — Ordinary
Elephant Moraine 90044,-76.27068,156.43656,11.5,1990.0,Chondrite — Carbonaceous
Asuka 881576,-72.0,26.0,95.59,1988.0,Chondrite — Ordinary
Grove Mountains 052965,-72.77944,75.30889,162.08,2006.0,Chondrite — Ordinary
Acfer 343,27.619722,4.265,140.0,2002.0,Chondrite — Ordinary
Meteorite Hills 001082,-79.68333,159.75,17.0,2000.0,Chondrite — Ordinary
Asuka 881257,-72.0,26.0,74.73999999999998,1988.0,Chondrite — Ordinary
Sayh al Uhaymir 106,20.54167,56.68833,190.0,2000.0,Chondrite — Ordinary
Dominion Range 08401,0.0,0.0,97.9,2008.0,Chondrite — Ordinary
Northwest Africa 6544,0.0,0.0,34.75,2006.0,Chondrite — Ordinary
Graves Nunataks 98168,-86.71667,-141.5,7.0,1998.0,Achondrite — HED
Lewis Cliff 88056,-84.25152,161.39855,3.0,1988.0,Chondrite — Ordinary
Pecora Escarpment 91383,-85.66605,-68.54123,48.9,1991.0,Chondrite — Enstatite
Queen Alexandra Range 97912,-84.0,168.0,49.3,1997.0,Chondrite — Ordinary
Frontier Mountain 01095,-72.95333,160.46083,21.6,2001.0,Chondrite — Ordinary
Lewis Cliff 86537,-84.23546,161.53559,17.2,1986.0,Chondrite — Ordinary
El Médano 130,-24.85,-70.53333,43.6,2011.0,Chondrite — Ordinary
Queen Alexandra Range 93119,-84.57597,162.56256,1.1,1993.0,Chondrite — Ordinary
Queen Alexandra Range 99771,-84.0,168.0,0.6,1999.0,Chondrite — Ordinary
Grant County,37.46667,-101.43333,2300.0,1936.0,Chondrite — Ordinary
Elephant Moraine 96321,-76.18333,157.16667,6.3,1996.0,Chondrite — Ordinary
Sayh al Uhaymir 522,20.40702,56.65228,977.8,2009.0,Chondrite — Ordinary
Meteorite Hills 01110,-79.68333,159.75,7.8,2001.0,Chondrite — Ordinary
Ramlat as Sahmah 274,20.58077,56.10287,278.5,2008.0,Chondrite — Ordinary
Hoba,-19.58333,17.91667,60000000.0,1920.0,Iron meteorite
Northwest Africa 6628,0.0,0.0,1700.0,2011.0,Chondrite — Ordinary
Yamato 981716,0.0,0.0,6.88,1998.0,Chondrite — Ordinary
Asuka 881190,-72.0,26.0,193.35,1988.0,Chondrite — Ordinary
Asuka 880999,-72.0,26.0,1591.18,1988.0,Chondrite — Ordinary
Patuxent Range 10320,0.0,0.0,1.1,2010.0,Chondrite — Ordinary
Hammadah al Hamra 033,28.85,13.06667,759.0,1990.0,Chondrite — Ordinary
Yamato 790280,-71.5,35.66667,16.59,1979.0,Chondrite — Ordinary
Sayh al Uhaymir 316,21.005,57.31167,10.0,2004.0,Chondrite — Ordinary
Asuka 881264,-72.0,26.0,17.93,1988.0,Chondrite — Ordinary
Grove Mountains 023784,-72.984722,75.249444,0.66,2003.0,Chondrite — Ordinary
Yamato 792617,-71.5,35.66667,3.04,1979.0,Chondrite — Ordinary
Miller Range 090783,0.0,0.0,68.5,2009.0,Chondrite — Ordinary
Lewis Cliff 87183,-84.27345,161.70253,57.9,1987.0,Chondrite — Ordinary
Queen Alexandra Range 99435,-84.0,168.0,1.3,1999.0,Chondrite — Ordinary
Grove Mountains 020028,-73.07306,75.26889,10.1,2002.0,Chondrite — Ordinary
Miller Range 090729,0.0,0.0,0.6,2009.0,Chondrite — Ordinary
Dar al Gani 1050 ,28.21417,15.55083,265.0,2007.0,Chondrite — Ordinary
Asuka 881958,-72.0,26.0,154.06,1988.0,Chondrite — Ordinary
Yamato 982977,0.0,0.0,186.1,1998.0,Chondrite — Ordinary
Dhofar 701,19.14833,54.80333,220.0,2002.0,Chondrite — Ordinary
Yamato 790222,-71.5,35.66667,1.59,1979.0,Chondrite — Ordinary
Northwest Africa 7268,0.0,0.0,220.0,2012.0,Achondrite — Primitive/Other
Queen Alexandra Range 93080,-84.60295,162.18347,109.2,1993.0,Chondrite — Ordinary
Dhofar 266,18.75783,54.4365,85.6,2001.0,Chondrite — Ordinary
Miller Range 07353,0.0,0.0,50.1,2007.0,Chondrite — Ordinary
Meteorite Hills 01121,-79.68333,159.75,93.1,2001.0,Chondrite — Ordinary
Shişr 026,18.12303,53.75478,396.56,1998.0,Chondrite — Ordinary
Grove Mountains 020287,-72.983889,75.246389,3.33,2003.0,Chondrite — Ordinary
Northwest Africa 7526,0.0,0.0,34.2,2006.0,Chondrite — Ordinary
Tanezrouft 044,25.53444,0.09444,79.0,1992.0,Chondrite — Ordinary
Lewis Cliff 86444,-84.27411,161.67816,14.8,1986.0,Chondrite — Ordinary
Yamato 74383,0.0,35.66667,3.07,1974.0,Chondrite — Ordinary
Elephant Moraine 96329,-76.18333,157.16667,10.0,1996.0,Chondrite — Ordinary
Queen Alexandra Range 97939,-84.0,168.0,5.3,1997.0,Chondrite — Ordinary
Yamato 983966,0.0,0.0,40.36,1998.0,Chondrite — Ordinary
Jiddat al Harasis 688,19.47695,55.48955,24.4,2011.0,Chondrite — Ordinary
Frontier Mountain 90229,-72.95528,160.44056,4.38,1990.0,Chondrite — Ordinary
Queen Alexandra Range 93727,-84.0,168.0,36.3,1993.0,Chondrite — Ordinary
Yamato 792893,-71.5,35.66667,24.39,1979.0,Chondrite — Ordinary
Lewis Cliff 87265,-84.27251,161.71862,9.4,1987.0,Chondrite — Ordinary
Tatum,33.23333,-103.44167,1787.0,1938.0,Chondrite — Ordinary
Reckling Peak 92401,-76.24068,158.15472,7.0,1992.0,Chondrite — Carbonaceous
Meteorite Hills 00840,-79.68333,159.75,10.5,2000.0,Chondrite — Ordinary
Yamato 792948,-71.5,35.66667,39.57,1979.0,Chondrite — Ordinary
Northwest Africa 7063,0.0,0.0,188.0,2009.0,Chondrite — Ordinary
Camel Donga 050,-30.1085,126.52717,19.9,1993.0,Chondrite — Ordinary
Kress (c),34.33833,-101.71667,5600.0,1978.0,Chondrite — Ordinary
Miller Range 07019,0.0,0.0,1669.2,2007.0,Chondrite — Ordinary
Jiddat al Harasis 411,19.67742,56.60385,159.4,2007.0,Chondrite — Ordinary
Yamato 790553,-71.5,35.66667,32.95,1979.0,Chondrite — Ordinary
Lewis Cliff 93883,-84.26789,161.40298,3.7,1993.0,Chondrite — Ordinary
Elephant Moraine 92134,-76.04838,155.85669,7.3,1992.0,Chondrite — Ordinary
Dhofar 1261,18.733472,54.515083,445.6,2005.0,Chondrite — Ordinary
Elephant Moraine 99439,-76.18333,157.16667,9.3,1999.0,Chondrite — Ordinary
Queen Alexandra Range 99615,-84.0,168.0,46.9,1999.0,Chondrite — Ordinary
Meteorite Hills 00649,-79.68333,155.75,20.58,2000.0,Chondrite — Ordinary
Meteorite Hills 00561,-79.68333,155.75,80.19,2000.0,Chondrite — Ordinary
Yamato 982425,0.0,0.0,21.3,1998.0,Chondrite — Ordinary
Queen Alexandra Range 99855,-84.0,168.0,12.1,1999.0,Chondrite — Ordinary
Miller Range 090757,0.0,0.0,5.3,2009.0,Chondrite — Ordinary
Lewis Cliff 88462,-84.25012,161.38838,8.1,1988.0,Chondrite — Ordinary
Acfer 274,27.63389,4.18722,203.0,1991.0,Chondrite — Ordinary
Yamato 86179,-71.5,35.66667,0.87,1986.0,Chondrite — Ordinary
Allan Hills A81017,-76.77361,159.2775,1434.4,1981.0,Chondrite — Ordinary
Elephant Moraine 83291,-76.32056,157.26139,4.7,1983.0,Chondrite — Ordinary
Allan Hills A80121,-76.71,159.36917,39.1,1980.0,Chondrite — Ordinary
Allan Hills A81310,-76.69194,159.39055,0.7,1981.0,Chondrite — Ordinary
Yamato 75058,-71.5,35.66667,2.32,1975.0,Chondrite — Ordinary
Bethel (b),34.24667,-103.395,56.8,1968.0,Chondrite — Ordinary
Yamato 791289,-71.5,35.66667,3.96,1979.0,Chondrite — Ordinary
Lewis Cliff 88035,-84.25082,161.40318,6.1,1988.0,Chondrite — Ordinary
Lewis Cliff 85431,-84.2813,161.39741,29.6,1985.0,Chondrite — Ordinary
Asuka 880761,-72.0,26.0,65.44,1988.0,Achondrite — HED
Elephant Moraine 92032,-76.04065,156.10743,693.7,1992.0,Chondrite — Ordinary
Salla,66.8,28.45,7000.0,1963.0,Chondrite — Ordinary
Yamato 792919,-71.5,35.66667,106.08,1979.0,Chondrite — Ordinary
Rowena,-29.8,148.63333,34700.0,1962.0,Chondrite — Ordinary
Yamato 984025,0.0,0.0,6.56,1998.0,Chondrite — Ordinary
Meteorite Hills 00629,-79.68333,155.75,17.64,2000.0,Chondrite — Ordinary
Grove Mountains 021684,-72.775,75.320833,6.65,2003.0,Chondrite — Ordinary
Lewis Cliff 86118,-84.25729,161.39368,29.7,1986.0,Chondrite — Ordinary
Queen Alexandra Range 93174,-84.57596,162.56264,3.3,1993.0,Chondrite — Ordinary
Grove Mountains 022404,-72.773611,75.342778,6.85,2003.0,Chondrite — Ordinary
Elephant Moraine 87588,-76.2738,156.51366,28.5,1987.0,Chondrite — Ordinary
Yamato 792686,-71.5,35.66667,39.87,1979.0,Chondrite — Ordinary
Queen Alexandra Range 93197,-84.5935,162.30936,105.0,1993.0,Chondrite — Ordinary
Sayh al Uhaymir 024,21.11533,57.22117,268.0,1999.0,Chondrite — Ordinary
Northwest Africa 3199,0.0,0.0,2.6,2004.0,Achondrite — HED
Yamato 790803,-71.5,35.66667,15.67,1979.0,Chondrite — Ordinary
Miller Range 07256,0.0,0.0,0.4,2007.0,Chondrite — Ordinary
Dominion Range 08326,0.0,0.0,19.1,2008.0,Chondrite — Ordinary
Yamato 982076,0.0,0.0,9.36,1998.0,Chondrite — Ordinary
Zinder,13.78333,8.96667,46.0,1999.0,Stony-iron
Northwest Africa 5108,0.0,0.0,23.0,2001.0,Chondrite — Ordinary
Murphy,35.1,-84.03333,7700.0,1899.0,Iron meteorite
Dar al Gani 385,27.4445,16.27433,447.0,1997.0,Chondrite — Ordinary
Hugoton,37.2,-101.35,350000.0,1927.0,Chondrite — Ordinary
Yamato 82077,-71.5,35.66667,99.54,1982.0,Chondrite — Ordinary
Yamato 74566,0.0,35.66667,11.4,1974.0,Chondrite — Ordinary
Dhofar 1676,19.43382,54.69043,13.23,2011.0,Chondrite — Ordinary
Northwest Africa 5280,0.0,0.0,557.0,2007.0,Chondrite — Ordinary
Yorktown (Texas),28.95,-97.40278,3500.0,1957.0,Chondrite — Ordinary
Meteorite Hills 00669,-79.68333,159.75,14.3,2000.0,Chondrite — Ordinary
Jiddat al Harasis 078,19.91448,55.66278,882.7,2003.0,Chondrite — Ordinary
Yamato 86046,-71.5,35.66667,26.32,1986.0,Chondrite — Ordinary
Grove Mountains 090752,-72.89144,74.9485,25.15,2010.0,Chondrite — Ordinary
Yamato 86216,-71.5,35.66667,6.32,1986.0,Chondrite — Ordinary
Dominion Range 08191,0.0,0.0,19.2,2008.0,Chondrite — Ordinary
Meteorite Hills 00461,-79.68333,159.75,518.0,2000.0,Chondrite — Ordinary
Chilkoot,59.33333,-136.0,43000.0,1881.0,Iron meteorite
Yamato 75039,-71.5,35.66667,0.96,1975.0,Chondrite — Ordinary
El Médano 145,-24.85,-70.53333,20.4,2011.0,Chondrite — Ordinary
Queen Alexandra Range 94351,-84.0,168.0,5.2,1994.0,Chondrite — Ordinary
Yamato 74460,0.0,35.66667,2.0,1974.0,Chondrite — Ordinary
Northwest Africa 5567,0.0,0.0,21.0,2005.0,Chondrite — Ordinary
Dhofar 947,18.35333,54.235,170.0,2002.0,Chondrite — Ordinary
Yamato 790813,-71.5,35.66667,9.17,1979.0,Chondrite — Ordinary
Queen Alexandra Range 90200,-84.59784,162.25299,9216.7,1990.0,Chondrite — Ordinary
Yamato 983792,0.0,0.0,5.92,1998.0,Chondrite — Ordinary
Yamato 791793,-71.5,35.66667,53.14,1979.0,Chondrite — Ordinary
Frontier Mountain 09018,-72.95275,160.4837,41.4,2009.0,Chondrite — Ordinary
Grove Mountains 020089,-73.00361,75.25139,4.56,2003.0,Chondrite — Ordinary
Aoufous,31.66667,-4.06667,195.0,2000.0,Achondrite — HED
Bowesmont (b),48.78333,-97.35,1300.0,1972.0,Chondrite — Ordinary
Lewis Cliff 87104,-84.34184,161.40539,9.6,1987.0,Chondrite — Ordinary
Meteorite Hills 001116,-79.68333,159.75,23.1,2000.0,Chondrite — Ordinary
Queen Alexandra Range 93468,-84.0,168.0,11.5,1993.0,Chondrite — Ordinary
Larkman Nunatak 06325,0.0,0.0,257.4,2006.0,Chondrite — Ordinary
Yamato 74449,-71.5,35.66667,4.04,1974.0,Chondrite — Ordinary
Camel Donga 025,-30.09867,126.88533,2.58,1994.0,Chondrite — Ordinary
Miller Range 090474,0.0,0.0,20.0,2009.0,Chondrite — Carbonaceous
Lewis Cliff 88491,-84.25027,161.38805,5.8,1988.0,Chondrite — Ordinary
Elephant Moraine 90111,-76.27172,156.45039,74.4,1990.0,Chondrite — Ordinary
Grove Mountains 022891,-72.774722,75.313056,2.49,2003.0,Chondrite — Ordinary
Queen Alexandra Range 93560,-84.0,168.0,36.1,1993.0,Chondrite — Ordinary
Yarle Lakes 002,-30.36417,131.3745,500.0,1991.0,Chondrite — Ordinary
Ramlat al Wahibah 012,21.16743,58.41087,23.11,2006.0,Chondrite — Ordinary
Plains,33.28333,-102.76667,34300.0,1964.0,Chondrite — Ordinary
Miller Range 090859,0.0,0.0,70.2,2009.0,Chondrite — Ordinary
Allan Hills A78183,-76.71667,159.66667,10.49,1977.0,Chondrite — Ordinary
Dar al Gani 649,27.26056,16.0075,310.0,1999.0,Chondrite — Ordinary
Elephant Moraine 87551,-76.05056,156.44307,476.0,1987.0,Chondrite — Ordinary
Queen Alexandra Range 94416,-84.0,168.0,91.1,1994.0,Chondrite — Ordinary
Allan Hills A77210,-76.71667,159.66667,5.93,1977.0,Chondrite — Ordinary
Yamato 793306,-71.5,35.66667,2.14,1979.0,Chondrite — Ordinary
Northwest Africa 5559,0.0,0.0,64.5,2008.0,Chondrite — Ordinary
Miller Range 07556,0.0,0.0,5.6,2007.0,Chondrite — Ordinary
Frontier Mountain 97008,-72.95278,160.44083,14.9,1997.0,Chondrite — Ordinary
Yamato 791513,-71.5,35.66667,3.97,1979.0,Chondrite — Ordinary
Dhofar 1413,19.14068,54.67448,40.2,2001.0,Chondrite — Ordinary
Northwest Africa 5880,0.0,0.0,261.0,2009.0,Chondrite — Ordinary
Yamato 74194,-71.5,35.66667,4.78,1974.0,Chondrite — Ordinary
Northwest Africa 6280,0.0,0.0,135.0,2010.0,Chondrite — Rumuruti (R)
Meteorite Hills 00863,-79.68333,159.75,46.1,2000.0,Chondrite — Ordinary
Yamato 983646,0.0,0.0,7.27,1998.0,Chondrite — Ordinary
Yamato 984099,0.0,0.0,6.81,1998.0,Chondrite — Ordinary
Miller Range 090776,0.0,0.0,2.3,2009.0,Chondrite — Ordinary
Grove Mountains 021585,-72.963333,75.255833,4.16,2003.0,Chondrite — Ordinary
Elephant Moraine 90077,-76.26659,156.46244,65.3,1990.0,Chondrite — Ordinary
Northwest Africa 7335,0.0,0.0,4908.0,2009.0,Iron meteorite
Jiddat al Harasis 655,19.82982,56.4428,56.0,2011.0,Chondrite — Ordinary
Dominion Range 08387,0.0,0.0,5.7,2008.0,Chondrite — Ordinary
Lewis Cliff 88703,-84.272,161.36517,9.9,1988.0,Chondrite — Ordinary
Queen Alexandra Range 93505,-84.0,168.0,19.9,1993.0,Chondrite — Ordinary
Yamato 86616,-71.5,35.66667,0.77,1986.0,Chondrite — Ordinary
Miller Range 07155,0.0,0.0,91.6,2007.0,Chondrite — Ordinary
Queen Alexandra Range 97735,-84.0,168.0,25.6,1997.0,Chondrite — Ordinary
Hammadah al Hamra 302,28.53683,13.312,1514.0,2000.0,Chondrite — Ordinary
Allan Hills 83011,-76.69389,159.3875,213.3,1983.0,Chondrite — Ordinary
Kamioka,39.51667,140.36667,30.0,1921.0,Chondrite — Ordinary
Lewis Cliff 86383,-84.27373,161.69317,10.5,1986.0,Chondrite — Ordinary
Queen Alexandra Range 93686,-84.0,168.0,13.1,1993.0,Chondrite — Ordinary
Northwest Africa 022,29.91667,-5.58333,30.0,1999.0,Chondrite — Ordinary
Grove Mountains 054366,-72.776111,75.334722,0.77,2006.0,Chondrite — Ordinary
El Médano 176,-24.85,-70.53333,64.0,2011.0,Chondrite — Ordinary
Elephant Moraine 96129,-76.18333,157.16667,66.7,1996.0,Chondrite — Ordinary
Nurina 007,-30.46867,126.39133,15.9,1993.0,Chondrite — Ordinary
Yamato 983577,0.0,0.0,3.47,1998.0,Chondrite — Ordinary
Queen Alexandra Range 97791,-84.0,168.0,6.6,1997.0,Chondrite — Ordinary
Queen Alexandra Range 97976,-84.0,168.0,68.6,1997.0,Chondrite — Ordinary
Lewis Cliff 86298,-84.27376,161.69017,7.2,1986.0,Chondrite — Ordinary
Northwest Africa 5389,0.0,0.0,616.0,2006.0,Chondrite — Ordinary
Yamato 791621,-71.5,35.66667,2.44,1979.0,Chondrite — Ordinary
Catalina 035,-25.23333,-69.71667,904.0,2011.0,Chondrite — Ordinary
Grove Mountains 022434,-72.774167,75.325,1.22,2003.0,Chondrite — Ordinary
Yamato 984047,0.0,0.0,19.28,1998.0,Chondrite — Ordinary
Queen Alexandra Range 97472,-84.0,168.0,17.1,1997.0,Chondrite — Ordinary
Lewis Cliff 85449,-84.2806,161.393,11.9,1985.0,Chondrite — Ordinary
Dhofar 446,18.93805,54.68658,12400.0,2001.0,Chondrite — Ordinary
Miller Range 090686,0.0,0.0,1.3,2009.0,Chondrite — Carbonaceous
Yamato 7305,-71.5,35.66667,900.0,1973.0,Chondrite — Ordinary
Wisconsin Range 90301,-84.75,-125.0,805.9,1990.0,Chondrite — Ordinary
Yamato 74581,0.0,35.66667,11.5,1974.0,Chondrite — Ordinary
Dhofar 1672,18.73244,54.37936,7.49,2011.0,Chondrite — Ordinary
Yamato 793241,-71.5,35.66667,938.0,1979.0,Chondrite — Ordinary
Frontier Mountain 90141,-72.9531,160.43934,2.1,1990.0,Chondrite — Ordinary
Yamato 983219,0.0,0.0,12.35,1998.0,Chondrite — Ordinary
Elephant Moraine 87673,-76.28339,156.43525,3.8,1987.0,Chondrite — Ordinary
Yamato 983457,0.0,0.0,31.15,1998.0,Chondrite — Ordinary
Asuka 881997,-72.0,26.0,152.48,1988.0,Chondrite — Ordinary
Meteorite Hills 01113,-79.68333,159.75,97.4,2001.0,Chondrite — Ordinary
Cuddeback Dry Lake 017,35.28528,-117.48305,23.1,2008.0,Chondrite — Ordinary
Clipperton,11.7,-137.8,277.0,1986.0,Chondrite — Ordinary
Dar al Gani 069,27.04767,16.4515,110.0,1995.0,Chondrite — Ordinary
Lewis Cliff 86215,-84.27394,161.68562,123.3,1986.0,Chondrite — Ordinary
Yamato 983509,0.0,0.0,30.75,1998.0,Chondrite — Ordinary
Yamato 791993,-71.5,35.66667,39.91,1979.0,Chondrite — Ordinary
Asuka 880757,-72.0,26.0,90.28,1988.0,Chondrite — Ordinary
Yamato 790801,-71.5,35.66667,12.31,1979.0,Chondrite — Ordinary
Allan Hills A81030,-76.70139,159.38861,1851.6,1981.0,Chondrite — Ordinary
Dhofar 401,19.30018,54.5332,1304.0,2001.0,Chondrite — Ordinary
Yamato 790831,-71.5,35.66667,6.99,1979.0,Chondrite — Ordinary
Lewis Cliff 88272,-84.23772,161.48392,3.1,1988.0,Chondrite — Ordinary
Queen Alexandra Range 94667,-84.0,168.0,32.1,1994.0,Chondrite — Ordinary
Yamato 982892,0.0,0.0,3.62,1998.0,Chondrite — Ordinary
El Atchane 009,30.13028,4.48306,91.0,1991.0,Chondrite — Ordinary
Pecora Escarpment 91147,-85.67645,-69.05236,2.8,1991.0,Chondrite — Carbonaceous
Yamato 982788,0.0,0.0,4.43,1998.0,Chondrite — Ordinary
Yamato 790418,-71.5,35.66667,44.94,1979.0,Chondrite — Ordinary
Yamato 82162,-71.5,35.66667,41.73,1982.0,Chondrite — Carbonaceous
Queen Alexandra Range 99127,-84.0,168.0,8.4,1999.0,Chondrite — Ordinary
Allan Hills 83056,-76.82197,158.21415,1.4,1983.0,Chondrite — Ordinary
Queen Alexandra Range 02172,-84.0,168.0,11.5,2002.0,Chondrite — Ordinary
Dar al Gani 021,27.07717,16.193,83.0,1995.0,Chondrite — Ordinary
Dhofar 984,19.19733,54.91717,33.0,2004.0,Chondrite — Ordinary
Yamato 982926,0.0,0.0,3.35,1998.0,Chondrite — Ordinary
Yamato 790138,-71.5,35.66667,39.32,1979.0,Chondrite — Ordinary
Queretaro,20.63333,-100.38333,5000.0,1971.0,Chondrite — Ordinary
Meteorite Hills 00889,-79.68333,155.75,36.12,2000.0,Chondrite — Ordinary
Meteorite Hills 01157,-79.68333,159.75,3.8,2001.0,Chondrite — Ordinary
Meteorite Hills 96534,-79.68333,159.75,51.5,1996.0,Chondrite — Ordinary
Allan Hills 09012,0.0,0.0,18.1,2009.0,Chondrite — Ordinary
Queen Alexandra Range 97622,-84.0,168.0,2.9,1997.0,Chondrite — Ordinary
Grove Mountains 021592,-72.85222,75.21944,3.88,2003.0,Chondrite — Ordinary
Meteorite Hills 001030,-79.68333,159.75,20.7,2000.0,Chondrite — Ordinary
Queen Alexandra Range 971032,-84.0,168.0,2.1,1997.0,Chondrite — Ordinary
Dominion Range 08392,0.0,0.0,79.09999999999998,2008.0,Chondrite — Ordinary
Elephant Moraine 90258,-76.28716,156.44689,10.5,1990.0,Chondrite — Ordinary
Pecora Escarpment 91060,-85.68265,-68.74337,352.4,1991.0,Chondrite — Ordinary
Miller Range 090064,0.0,0.0,416.9,2009.0,Chondrite — Ordinary
Asuka 880725,-72.0,26.0,48.72,1988.0,Chondrite — Ordinary
Salt Lake City,40.91667,-111.66667,875.0,1869.0,Chondrite — Ordinary
Yamato 982763,0.0,0.0,11.74,1998.0,Chondrite — Ordinary
Lewis Cliff 85439,-84.28082,161.36321,2.7,1985.0,Chondrite — Ordinary
El Médano 078,-24.85,-70.53333,1228.0,2011.0,Chondrite — Ordinary
Yamato 982350,0.0,0.0,4.56,1998.0,Chondrite — Ordinary
Frontier Mountain 90119,-72.95605,160.43857,3.0,1991.0,Chondrite — Ordinary
Northwest Africa 6646,0.0,0.0,1700.0,2011.0,Chondrite — Ordinary
Dar al Gani 296,27.29133,16.21333,384.0,1997.0,Chondrite — Ordinary
Jiddat al Harasis 415,19.81462,56.52998,304.246,2007.0,Chondrite — Ordinary
Lewis Cliff 88661,-84.27504,161.39797,5.2,1988.0,Chondrite — Ordinary
Yamato 983245,0.0,0.0,9.15,1998.0,Chondrite — Ordinary
Al Huqf 005,19.84057,57.00848,763.29,2002.0,Chondrite — Ordinary
Meteorite Hills 00934,-79.68333,159.75,30.3,2000.0,Chondrite — Ordinary
St. Francis Bay,-25.06667,14.88333,531.6,1976.0,Chondrite — Ordinary
Queen Alexandra Range 97261,-84.0,168.0,47.2,1997.0,Chondrite — Ordinary
Northwest Africa 5363,0.0,0.0,2455.0,2008.0,Chondrite — Other
Grove Mountains 050129,-72.98306,75.25778,18.88,2006.0,Chondrite — Ordinary
Yamato 74041,-71.5,35.66667,1.79,1974.0,Chondrite — Ordinary
Yamato 790518,-71.5,35.66667,91.59,1979.0,Chondrite — Ordinary
Catalina 026,-25.23333,-69.71667,845.0,2009.0,Chondrite — Ordinary
Miller Range 090837,0.0,0.0,7.4,2009.0,Chondrite — Ordinary
Harriman (Om),35.95,-84.56667,13000.0,1938.0,Iron meteorite
Lewis Cliff 88336,-84.23856,161.42519,29.8,1988.0,Chondrite — Ordinary
Grove Mountains 022823,-72.77361,75.33722,0.69,2003.0,Chondrite — Ordinary
Northwest Africa 6420,0.0,0.0,371.0,2010.0,Achondrite — HED
Elephant Moraine 96104,-76.18333,157.16667,26.5,1996.0,Chondrite — Ordinary
Elephant Moraine 92060,-76.05945,155.8646,49.1,1992.0,Chondrite — Ordinary
Lewis Cliff 86522,-84.27116,161.35147,42.7,1986.0,Chondrite — Ordinary
Queen Alexandra Range 97973,-84.0,168.0,39.3,1997.0,Chondrite — Ordinary
Grove Mountains 020015,-73.12139,75.10639,10.1,2002.0,Chondrite — Carbonaceous
Meteorite Hills 01238,-79.68333,159.75,12.9,2001.0,Chondrite — Ordinary
Yamato 982192,0.0,0.0,5.75,1998.0,Chondrite — Ordinary
Yamato 983449,0.0,0.0,4.95,1998.0,Chondrite — Ordinary
Yamato 981575,0.0,0.0,11.86,1998.0,Chondrite — Ordinary
Yamato 983139,0.0,0.0,16.9,1998.0,Chondrite — Ordinary
Lewis Cliff 88044,-84.24712,161.45428,7.9,1988.0,Chondrite — Ordinary
Asuka 880766,-72.0,26.0,25.24,1988.0,Chondrite — Ordinary
Roosevelt County 068,34.1,-103.48333,13.9,1988.0,Chondrite — Ordinary
Frontier Mountain 99018,-72.99417,160.39944,10.1,1999.0,Chondrite — Ordinary
Yamato 790075,-71.5,35.66667,9.24,1979.0,Chondrite — Ordinary
Northwest Africa 4966,0.0,0.0,416.0,2007.0,Chondrite — Carbonaceous
Allan Hills A77024,-76.71667,159.66667,10.75,1977.0,Chondrite — Ordinary
Northwest Africa 5843,0.0,0.0,439.0,2007.0,Chondrite — Ordinary
Queen Alexandra Range 97839,-84.0,168.0,37.6,1997.0,Chondrite — Ordinary
Yamato 982795,0.0,0.0,3.58,1998.0,Chondrite — Ordinary
Elephant Moraine 87757,-76.18333,157.16667,54.8,1987.0,Chondrite — Ordinary
Elephant Moraine 90411,-76.28748,156.45385,16.3,1990.0,Chondrite — Ordinary
MacAlpine Hills 88200,-84.21667,160.5,35.1,1988.0,Chondrite — Ordinary
Pecora Escarpment 91077,-85.69629,-69.07182,18.3,1991.0,Achondrite — HED
Al Huwaysah 003,22.74862,55.37323,273.05,2010.0,Chondrite — Ordinary
Yamato 791663,-71.5,35.66667,50.42,1979.0,Chondrite — Ordinary
Miller Range 07621,0.0,0.0,5.2,2007.0,Chondrite — Carbonaceous
Palo Blanco Creek,36.5,-104.5,1482.0,1954.0,Achondrite — HED
Meteorite Hills 00445,-79.68333,155.75,1631.5,2000.0,Chondrite — Ordinary
Chebankol,53.66667,88.0,127760.0,1938.0,Iron meteorite
Dar al Gani 332,27.10467,16.00867,280.0,1997.0,Chondrite — Carbonaceous
Lewis Cliff 88183,-84.27162,161.36108,17.5,1988.0,Chondrite — Ordinary
Yamato 86497,-71.5,35.66667,2.17,1986.0,Chondrite — Ordinary
Adrar Bous,20.5,9.0,360.0,2001.0,Chondrite — Enstatite
Meteorite Hills 00753,-79.68333,155.75,7.5,2000.0,Chondrite — Ordinary
Queen Alexandra Range 99627,-84.0,168.0,3.4,1999.0,Chondrite — Ordinary
Dhofar 1601,19.185,54.631,1166.0,2003.0,Chondrite — Ordinary
Lewis Cliff 86468,-84.28333,161.08333,11.5,1986.0,Chondrite — Ordinary
Meteorite Hills 96506,-79.68333,159.75,363.5,1996.0,Chondrite — Ordinary
Miller Range 99303,-83.25,157.0,613.4,1999.0,Chondrite — Ordinary
Dhofar 1426,19.173,54.70407,42850.0,2001.0,Chondrite — Ordinary
Lewis Cliff 87136,-84.25435,161.41602,4.0,1987.0,Chondrite — Ordinary
Asuka 881170,-72.0,26.0,26.41,1988.0,Achondrite — HED
Roosevelt County 022,34.21667,-103.28333,8.7,1983.0,Chondrite — Ordinary
Lewis Cliff 88515,-84.24937,161.39739,7.6,1988.0,Chondrite — Ordinary
Queen Alexandra Range 93077,-84.57179,162.13581,32.2,1993.0,Chondrite — Ordinary
