name,reclat,reclong,mass (g),year,family
Dar al Gani 713,26.96667,16.38333,183.0,1999.0,Chondrite — Ordinary
Jiddat al Harasis 236,19.97028,56.39825,0.54,2005.0,Chondrite — Rumuruti (R)
Miller Range 090816,0.0,0.0,3.6,2009.0,Chondrite — Ordinary
Allan Hills A81044,-76.71945,158.76506,386.8,1981.0,Chondrite — Ordinary
Pavlodar (pallasite),51.16667,77.33333,4500.0,1885.0,Stony-iron
Yamato 983810,0.0,0.0,17.89,1998.0,Chondrite — Ordinary
Acfer 319,27.55194,3.81611,2393.0,1992.0,Chondrite — Ordinary
Meteorite Hills A78009,-79.68333,155.75,28.8,1978.0,Chondrite — Ordinary
Lewis Cliff 87018,-84.34665,161.48015,1.2,1987.0,Achondrite — Primitive/Other
Grove Mountains 022150,-72.77889,75.31361,14.34,2003.0,Chondrite — Ordinary
Yamato 86139,-71.5,35.66667,2.47,1986.0,Chondrite — Ordinary
Asuka 880874,-72.0,26.0,35.84,1988.0,Chondrite — Ordinary
Frontier Mountain 90041,-72.95377,160.50405,5.1,1990.0,Chondrite — Ordinary
Allan Hills 88047,-76.70061,159.30934,20.6,1988.0,Chondrite — Ordinary
Dar al Gani 129,27.155,16.27883,299.0,1996.0,Chondrite — Ordinary
Jiddat al Harasis 324,19.72058,55.68105,791.0,2006.0,Chondrite — Ordinary
Queen Alexandra Range 94343,-84.0,168.0,3.0,1994.0,Chondrite — Ordinary
Jiddat al Harasis 436,19.6262,56.50932,308.65,2007.0,Chondrite — Ordinary
Yamato 982174,0.0,0.0,1.77,1998.0,Chondrite — Ordinary
Queen Alexandra Range 97065,-84.0,168.0,57.9,1997.0,Chondrite — Ordinary
Northwest Africa 6704,0.0,0.0,8387.0,,Chondrite — Other
Queen Alexandra Range 99664,-84.0,168.0,4.6,1999.0,Chondrite — Ordinary
Frontier Mountain 90033,-72.95556,160.46457,7.5,1990.0,Chondrite — Ordinary
Yamato 982229,0.0,0.0,6.44,1998.0,Chondrite — Ordinary
Kress (b),34.35833,-101.73,2600.0,1966.0,Chondrite — Ordinary
Rumanová,48.348,17.866,4300.0,1994.0,Chondrite — Ordinary
Graves Nunataks 98098,-86.71667,-141.5,779.2,1998.0,Achondrite — HED
Yamato 790920,-71.5,35.66667,1.81,1979.0,Chondrite — Ordinary
Duel Hill (1854),35.85,-82.7,21800.0,1854.0,Iron meteorite
Yamato 984052,0.0,0.0,126.5,1998.0,Chondrite — Ordinary
Queen Alexandra Range 93379,-84.0,168.0,8.7,1993.0,Chondrite — Ordinary
Miller Range 07611,0.0,0.0,9.8,2007.0,Chondrite — Ordinary
Lewis Cliff 87097,-84.34436,161.46748,4.3,1987.0,Chondrite — Ordinary
Lewis Cliff 87291,-84.27289,161.71234,61.4,1987.0,Chondrite — Ordinary
Yamato 86468,-71.5,35.66667,1.43,1986.0,Chondrite — Ordinary
Queen Alexandra Range 97520,-84.0,168.0,2.2,1997.0,Chondrite — Ordinary
Pampa (a),-23.2,-70.43333,380.0,1986.0,Chondrite — Ordinary
Yamato 791829,-71.5,35.66667,9.27,1979.0,Achondrite — HED
Caleta el Cobre 001,-24.266,-70.03333,9.0,2010.0,Chondrite — Ordinary
Oroville,39.68333,-121.63333,24500.0,1893.0,Iron meteorite
Asuka 87182,-72.0,26.0,11.16,1987.0,Chondrite — Ordinary
Sayh al Uhaymir 276,20.10017,56.83775,286.41,2002.0,Chondrite — Ordinary
Lone Island Lake,50.00957,-95.38537,4800.0,2005.0,Iron meteorite
Lewis Cliff 86256,-84.25478,161.39753,21.8,1986.0,Chondrite — Ordinary
Lewis Cliff 86457,-84.27425,161.67671,13.0,1986.0,Chondrite — Ordinary
Asuka 881387,-72.0,26.0,24.37,1988.0,Chondrite — Ordinary
Queen Alexandra Range 02124,-84.0,168.0,11.25,2002.0,Chondrite — Ordinary
Camel Donga 051,-30.30883,126.5845,5.0,1993.0,Chondrite — Ordinary
Queen Alexandra Range 97668,-84.0,168.0,7.2,1997.0,Chondrite — Ordinary
Dhofar 1304,18.6672,54.3662,85.0,2005.0,Chondrite — Ordinary
Northwest Africa 7304,0.0,0.0,272.0,2009.0,Achondrite — Primitive/Other
Bondoc,13.51667,122.45,888600.0,1956.0,Stony-iron
Miller Range 090764,0.0,0.0,68.9,2009.0,Chondrite — Ordinary
Grove Mountains 020184,-72.97806,75.26306,3.17,2003.0,Chondrite — Ordinary
Asuka 87116,-72.0,26.0,350.91,1987.0,Chondrite — Ordinary
Queen Alexandra Range 97488,-84.0,168.0,2.8,1997.0,Chondrite — Ordinary
Grove Mountains 022667,-72.781389,75.278056,0.6,2003.0,Chondrite — Ordinary
Queen Alexandra Range 99490,-84.0,168.0,1.5,1999.0,Chondrite — Ordinary
Lewis Cliff 86238,-84.25621,161.39112,28.9,1986.0,Chondrite — Ordinary
Pecora Escarpment 91036,-85.68666,-68.71251,280.4,1991.0,Chondrite — Ordinary
Elephant Moraine 87614,-76.27973,156.45401,16.4,1987.0,Chondrite — Ordinary
Jiddat al Harasis 282,19.64717,56.21783,54.5,2005.0,Chondrite — Ordinary
Yamato 74093,-71.5,35.66667,6.59,1974.0,Chondrite — Ordinary
Jiddat al Harasis 296,19.79983,56.46717,294.42,2005.0,Chondrite — Ordinary
Pecora Escarpment 91221,-85.67545,-68.71658,46.0,1991.0,Chondrite — Ordinary
Elephant Moraine 96190,-76.18333,157.16667,60.8,1996.0,Chondrite — Ordinary
Elephant Moraine 83272,-76.29528,157.23806,34.5,1983.0,Chondrite — Ordinary
Allan Hills 84011,-76.87851,158.61831,138.2,1984.0,Achondrite — Primitive/Other
Allan Hills A77128,-76.71667,159.66667,3.77,1977.0,Chondrite — Ordinary
Roosevelt County 070,34.1,-103.48333,2.3,1989.0,Chondrite — Ordinary
Lewis Cliff 86340,-84.27756,161.35435,25.1,1986.0,Chondrite — Ordinary
Pecora Escarpment 91218,-85.67258,-68.71682,68.0,1991.0,Chondrite — Ordinary
Grove Mountains 021896,-72.778056,75.3275,0.89,2003.0,Chondrite — Ordinary
Grove Mountains 021609,-72.9775,75.216944,3.26,2003.0,Chondrite — Ordinary
Sayh al Uhaymir 549,20.50483,56.83407,176.2,2011.0,Chondrite — Ordinary
Elephant Moraine 83400,-76.32917,157.20167,112.9,1983.0,Chondrite — Ordinary
Yamato 981705,0.0,0.0,74.09999999999998,1998.0,Chondrite — Ordinary
LaPaz Icefield 02282,-86.36667,-70.0,4.34,2002.0,Chondrite — Ordinary
Shişr 108,18.19232,53.80368,35.41,2001.0,Chondrite — Ordinary
Allan Hills A78070,-76.71667,159.66667,10.0,1978.0,Chondrite — Ordinary
Miller Range 07530,0.0,0.0,2.5,2007.0,Chondrite — Ordinary
Meteorite Hills 01188,-79.68333,159.75,25.1,2001.0,Chondrite — Ordinary
Allan Hills 85065,-76.83619,156.44564,9.7,1985.0,Chondrite — Ordinary
Miller Range 07310,0.0,0.0,2.5,2007.0,Chondrite — Carbonaceous
Yamato 793598,-71.5,35.66667,138.23,1979.0,Iron meteorite
Yamato 86086,-71.5,35.66667,9.18,1986.0,Chondrite — Ordinary
Yamato 86510,-71.5,35.66667,0.65,1986.0,Chondrite — Ordinary
Yamato 86325,-71.5,35.66667,6.72,1986.0,Chondrite — Ordinary
MacAlpine Hills 02657,-84.21667,160.5,0.45,2002.0,Chondrite — Ordinary
Allan Hills 88016,-76.69239,159.33052,73.7,1988.0,Chondrite — Ordinary
Shişr 158,18.25928,53.99248,61.4,2007.0,Chondrite — Ordinary
Yamato 81100,-71.5,35.66667,11.82,1981.0,Chondrite — Ordinary
Shişr 039,18.54723,53.95703,2123.2,2002.0,Chondrite — Ordinary
Yamato 983250,0.0,0.0,509.7,1998.0,Chondrite — Ordinary
Frontier Mountain 09024,-72.95312,160.49633,13.7,2009.0,Chondrite — Ordinary
Yamato 792912,-71.5,35.66667,2.37,1979.0,Chondrite — Ordinary
Northwest Africa 6135,0.0,0.0,3800.0,2008.0,Chondrite — Ordinary
Dhofar 1032,18.4285,54.17082,81.09999999999998,2003.0,Chondrite — Ordinary
MacAlpine Hills 02835,-84.21667,160.5,66.7,2002.0,Chondrite — Ordinary
Dhofar 1223,18.76075,54.47285,81.4,2004.0,Chondrite — Rumuruti (R)
Sarir Tibesti 001,24.297,18.41433,6697.0,1994.0,Chondrite — Ordinary
Lewis Cliff 86529,-84.23195,161.48472,1.4,1986.0,Chondrite — Ordinary
Jiddat al Harasis 489,19.96886,56.41678,30.9,2008.0,Stony-iron
Northwest Africa 5787,0.0,0.0,48.0,2009.0,Achondrite — HED
Asuka 880810,-72.0,26.0,40.39,1988.0,Chondrite — Ordinary
Yamato 792661,-71.5,35.66667,137.96,1979.0,Chondrite — Ordinary
Yamato 983675,0.0,0.0,5.37,1998.0,Chondrite — Ordinary
Lewis Cliff 93846,-84.27394,161.68329,2.6,1993.0,Chondrite — Ordinary
Asuka 880693,-72.0,26.0,36.63,1988.0,Chondrite — Ordinary
Asuka 881943,-72.0,26.0,66.13,1988.0,Chondrite — Ordinary
Miller Range 090738,0.0,0.0,1.7,2009.0,Chondrite — Ordinary
Grove Mountains 053862,-72.786389,75.276389,0.76,2006.0,Chondrite — Ordinary
Yamato 983654,0.0,0.0,14.01,1998.0,Chondrite — Ordinary
Meteorite Hills 01167,-79.68333,159.75,43.3,2001.0,Chondrite — Ordinary
Dominion Range 08096,0.0,0.0,28.1,2008.0,Chondrite — Ordinary
Elephant Moraine 83303,-76.29722,157.30528,11.8,1983.0,Chondrite — Ordinary
Yamato 791964,-71.5,35.66667,12.35,1979.0,Chondrite — Ordinary
Miller Range 090601,0.0,0.0,1.3,2009.0,Chondrite — Ordinary
Yamato 793211,-71.5,35.66667,43.46,1979.0,Chondrite — Ordinary
Yamato 793084,-71.5,35.66667,0.72,1979.0,Chondrite — Enstatite
Yamato 982774,0.0,0.0,7.75,1998.0,Chondrite — Ordinary
Grove Mountains 052835,-72.825278,75.353611,1.77,2006.0,Chondrite — Ordinary
Queen Alexandra Range 93120,-84.5758,162.56921,6.4,1993.0,Chondrite — Ordinary
Dhofar 1671,18.86958,54.22956,40.8,2011.0,Chondrite — Carbonaceous
Grove Mountains 022476,-72.77444,75.32167,1.8,2003.0,Chondrite — Ordinary
Yamato 81036,-71.5,35.66667,3.47,1981.0,Chondrite — Ordinary
Patuxent Range 10296,0.0,0.0,2.7,2010.0,Chondrite — Ordinary
Yamato 74087,-71.5,35.66667,0.78,1974.0,Chondrite — Ordinary
Meteorite Hills 01054,-79.68333,159.75,358.5,2001.0,Chondrite — Ordinary
Grove Mountains 022985,-72.77361,75.34361,0.69,2003.0,Chondrite — Ordinary
Dominion Range 08420,0.0,0.0,54.8,2008.0,Chondrite — Ordinary
Asuka 881498,-72.0,26.0,198.78,1988.0,Chondrite — Ordinary
Reckling Peak 92422,-76.21993,158.37778,12.9,1992.0,Chondrite — Ordinary
Yamato 74122,-71.5,35.66667,54.89,1974.0,Chondrite — Ordinary
Elephant Moraine 96108,-76.18333,157.16667,1.4,1996.0,Chondrite — Ordinary
Yamato 75305,-71.5,35.66667,2.06,1975.0,Achondrite — Primitive/Other
Asuka 881220,-72.0,26.0,48.97,1988.0,Achondrite — Primitive/Other
Northwest Africa 5817,0.0,0.0,83.4,2006.0,Chondrite — Ordinary
Pallasovka,49.86667,46.61167,198000.0,1990.0,Stony-iron
Larkman Nunatak 06812,0.0,0.0,96.7,2006.0,Chondrite — Ordinary
Asuka 881268,-72.0,26.0,105.3,1988.0,Chondrite — Ordinary
Asuka 880641,-72.0,26.0,154.23,1988.0,Chondrite — Ordinary
Northwest Africa 6909,0.0,0.0,188.0,2009.0,Achondrite — HED
Dhofar 517,18.925,54.45833,260.0,2000.0,Chondrite — Ordinary
Ramlat as Sahmah 357,20.43182,55.53323,2781.2,2010.0,Chondrite — Ordinary
Yamato 792589,-71.5,35.66667,5.75,1979.0,Chondrite — Ordinary
Allan Hills A81242,-76.69167,159.29945,19.9,1981.0,Chondrite — Ordinary
Meteorite Hills 00650,-79.68333,155.75,34.24,2000.0,Chondrite — Ordinary
Elephant Moraine 96111,-76.18333,157.16667,46.3,1996.0,Chondrite — Ordinary
Yamato 792781,-71.5,35.66667,15.61,1979.0,Chondrite — Ordinary
Elephant Moraine 90315,-76.28788,156.42289,21.3,1990.0,Chondrite — Ordinary
Wynyard,51.88333,-104.18333,3479.0,1968.0,Chondrite — Ordinary
Yamato 794008,-71.5,35.66667,19.82,1979.0,Chondrite — Ordinary
Allan Hills A81024,-76.67844,159.26614,797.7,1981.0,Chondrite — Ordinary
Miller Range 090557,0.0,0.0,3.1,2009.0,Chondrite — Ordinary
Queen Alexandra Range 99366,-84.0,168.0,12.4,1999.0,Chondrite — Ordinary
Queen Alexandra Range 99873,-84.0,168.0,7.0,1999.0,Chondrite — Ordinary
Jiddat al Harasis 491,19.98056,56.41206,43.0,2008.0,Chondrite — Ordinary
Frontier Mountain 90184,-72.95488,160.47328,2.18,1990.0,Chondrite — Ordinary
Asuka 880715,-72.0,26.0,1909.25,1988.0,Chondrite — Ordinary
Dhofar 129,19.29583,54.73183,1240.0,2000.0,Chondrite — Ordinary
Frontier Mountain 03071,-72.95297,160.44314,0.17,2004.0,Chondrite — Ordinary
Yamato 74316,-71.5,35.66667,8.75,1974.0,Chondrite — Ordinary
Yamato 794056,-71.5,35.66667,5.44,1979.0,Chondrite — Ordinary
Elephant Moraine 90183,-76.28298,156.47846,21.3,1990.0,Chondrite — Ordinary
Yamato 790504,-71.5,35.66667,7.99,1979.0,Chondrite — Ordinary
Yamato 75260,-71.5,35.66667,4.0,1975.0,Chondrite — Carbonaceous
Yamato 74062,-71.5,35.66667,10.46,1974.0,Chondrite — Ordinary
Hart,34.37718,-102.11672,966.0,2010.0,Chondrite — Carbonaceous
Lewis Cliff 86127,-84.25867,161.41623,11.9,1986.0,Chondrite — Ordinary
Queen Alexandra Range 94398,-84.0,168.0,3.1,1994.0,Chondrite — Ordinary
Yamato 86500,-71.5,35.66667,1.25,1986.0,Chondrite — Ordinary
Yamato 86013,-71.5,35.66667,5.43,1986.0,Chondrite — Ordinary
Elephant Moraine 90217,-76.27133,156.52369,23.2,1990.0,Chondrite — Ordinary
Grove Mountains 051727,-72.778333,75.333333,2.25,2006.0,Chondrite — Ordinary
Reckling Peak A78001,-76.26667,159.25,234.9,1978.0,Chondrite — Ordinary
Yamato 793025,-71.5,35.66667,1.03,1979.0,Chondrite — Enstatite
Abu Moharek,27.23944,29.83583,4500.0,1997.0,Chondrite — Ordinary
Tanezrouft 080,24.6544,-0.56928,1056.0,2003.0,Chondrite — Ordinary
Imlay,40.74018,-118.17285,770.0,2009.0,Chondrite — Ordinary
Grove Mountains 052222,-72.771111,75.338056,0.76,2006.0,Chondrite — Ordinary
Grove Mountains 024244,-72.9825,75.25,0.65,2003.0,Chondrite — Ordinary
Northwest Africa 6335,0.0,0.0,839.1,2002.0,Chondrite — Ordinary
Dar al Gani 812,26.95867,16.4555,2022.0,2000.0,Chondrite — Ordinary
Queen Alexandra Range 93655,-84.0,168.0,0.8,1993.0,Chondrite — Ordinary
Grosvenor Mountains 95585,-85.66667,175.0,88.6,1995.0,Chondrite — Ordinary
Allan Hills A77248,-76.71667,159.66667,96.1,1977.0,Chondrite — Ordinary
Dhofar 268,18.90167,54.56167,124.0,2000.0,Chondrite — Ordinary
Boaz (stone),33.65167,-103.70833,1800.0,1968.0,Chondrite — Ordinary
Yamato 791413,-71.5,35.66667,203.61,1979.0,Chondrite — Ordinary
Meteorite Hills 01218,-79.68333,159.75,8.1,2001.0,Chondrite — Ordinary
Northwest Africa 7149,0.0,0.0,2318.0,2011.0,Chondrite — Ordinary
Thiel Mountains 07007,-85.15633,-94.614,18.0,2007.0,Chondrite — Carbonaceous
Acfer 016,27.71667,4.48333,111.0,1989.0,Chondrite — Ordinary
Queen Alexandra Range 94456,-84.0,168.0,25.3,1994.0,Chondrite — Ordinary
Dar al Gani 053,27.30517,16.26417,276.0,1995.0,Chondrite — Ordinary
Frontier Mountain 95037,-72.95111,160.51389,0.5,1995.0,Chondrite — Ordinary
Asuka 881643,-72.0,26.0,519.1,1988.0,Chondrite — Ordinary
Reggane 003,25.63333,0.5,9500.0,1989.0,Chondrite — Ordinary
Jiddat al Harasis 410,19.68598,56.6227,529.639,2007.0,Achondrite — HED
Thiel Mountains 91707,-85.16511,-94.55301,207.4,1991.0,Chondrite — Ordinary
Yamato 793012,-71.5,35.66667,1.52,1979.0,Chondrite — Enstatite
Elephant Moraine 83253,-76.28722,157.19333,44.1,1983.0,Chondrite — Ordinary
Yamato 983408,0.0,0.0,15.6,1998.0,Chondrite — Ordinary
Dar al Gani 204,27.15117,15.9665,720.0,1996.0,Chondrite — Carbonaceous
Meteorite Hills 00960,-79.68333,159.75,44.9,2000.0,Chondrite — Ordinary
Queen Alexandra Range 97868,-84.0,168.0,4.7,1997.0,Chondrite — Ordinary
Asuka 881189,-72.0,26.0,63.97,1988.0,Chondrite — Ordinary
Elephant Moraine 90264,-76.27311,156.48928,2.8,1990.0,Chondrite — Ordinary
Queen Alexandra Range 94257,-84.0,168.0,2.8,1994.0,Chondrite — Ordinary
Dhofar 484,19.11045,54.87389,383.0,2001.0,Chondrite — Ordinary
David Glacier 01001,-75.68139,155.45306,134.1,2001.0,Chondrite — Ordinary
LaPaz Icefield 02323,-86.36667,-70.0,507.1,2002.0,Chondrite — Ordinary
Grove Mountains 052360,-72.78278,75.29889,2.42,2006.0,Chondrite — Ordinary
Northwest Africa 056,27.16667,-9.5,436.0,,Chondrite — Ordinary
Asuka 881004,-72.0,26.0,30.25,1988.0,Chondrite — Ordinary
Dhofar 185,18.87222,54.47861,516.2,2000.0,Chondrite — Ordinary
Grove Mountains 022622,-72.7825,75.27722,1.5,2003.0,Chondrite — Ordinary
Northwest Africa 6409,0.0,0.0,11800.0,2008.0,Chondrite — Ordinary
Ilafegh 007,21.6,1.45,615.0,1989.0,Chondrite — Ordinary
Lewis Cliff 88688,-84.27345,161.40329,22.0,1988.0,Chondrite — Ordinary
El Médano 025,-24.85,-70.53333,132.0,2010.0,Chondrite — Ordinary
Hammadah al Hamra 211,28.47817,13.2565,63.0,1997.0,Chondrite — Ordinary
Ballinoo,-27.7,115.76667,42200.0,1892.0,Iron meteorite
Yamato 982237,0.0,0.0,91.2,1998.0,Chondrite — Ordinary
Dar al Gani 491,27.26683,16.06683,16.0,1997.0,Chondrite — Ordinary
Allan Hills A81032,-76.69806,159.3875,726.8,1981.0,Chondrite — Ordinary
Northwest Africa 5802,0.0,0.0,51.4,2005.0,Chondrite — Ordinary
Kokomo,40.48333,-86.36667,1800.0,1862.0,Iron meteorite
Lewis Cliff 86516,-84.24323,161.41322,4.3,1986.0,Chondrite — Ordinary
Elephant Moraine 83340,-76.27361,157.20694,15.2,1983.0,Chondrite — Ordinary
Asuka 881151,-72.0,26.0,204.42,1988.0,Chondrite — Ordinary
Yamato 790846,-71.5,35.66667,6.27,1979.0,Chondrite — Ordinary
Dar al Gani 263,27.1885,16.31483,151.0,1997.0,Chondrite — Ordinary
Roosevelt County 024,34.08333,-103.5,5.6,1984.0,Chondrite — Ordinary
Asuka 881981,-72.0,26.0,810.36,1988.0,Chondrite — Ordinary
Yamato 86486,-71.5,35.66667,2.01,1986.0,Chondrite — Ordinary
Miller Range 99313,-83.25,157.0,174.5,1999.0,Chondrite — Ordinary
Frontier Mountain 01115,-72.95278,160.52056,3.4,2001.0,Chondrite — Ordinary
Elephant Moraine 87694,-76.28204,156.44139,23.4,1987.0,Chondrite — Ordinary
Sayh al Uhaymir 128,20.99833,57.315,82.0,2002.0,Chondrite — Ordinary
Yamato 792514,-71.5,35.66667,1.08,1979.0,Chondrite — Ordinary
Queen Alexandra Range 93600,-84.0,168.0,68.7,1993.0,Chondrite — Ordinary
Camel Donga 034,-30.09167,126.88883,0.7,1994.0,Chondrite — Ordinary
Reckling Peak 92426,-76.23897,158.22577,65.8,1992.0,Chondrite — Ordinary
Queen Alexandra Range 97357,-84.0,168.0,4.7,1997.0,Chondrite — Ordinary
Queen Alexandra Range 97667,-84.0,168.0,1.6,1997.0,Chondrite — Ordinary
Lewis Cliff 88057,-84.24634,161.45273,8.4,1988.0,Chondrite — Ordinary
Queen Alexandra Range 99371,-84.0,168.0,3.6,1999.0,Chondrite — Ordinary
Asuka 880943,-72.0,26.0,21.0,1988.0,Chondrite — Ordinary
Yamato 794079,-71.5,35.66667,3.72,1979.0,Chondrite — Carbonaceous
Sayh al Uhaymir 169,20.57318,57.32333,206.45,2002.0,Achondrite — Lunar
Queen Alexandra Range 94314,-84.0,168.0,1.2,1994.0,Chondrite — Ordinary
Bluff (a),29.87861,-96.87222,153300.0,1878.0,Chondrite — Ordinary
Yamato 8452,-71.5,35.66667,3.29,1984.0,Chondrite — Carbonaceous
Queen Alexandra Range 99851,-84.0,168.0,6.0,1999.0,Chondrite — Ordinary
Motpena (b),-31.2,138.3,304.0,1972.0,Chondrite — Carbonaceous
Patuxent Range 10314,0.0,0.0,7.3,2010.0,Chondrite — Ordinary
Northwest Africa 7033,0.0,0.0,468.0,2011.0,Chondrite — Ordinary
Asuka 880704,-72.0,26.0,51.64,1988.0,Chondrite — Ordinary
Jiddat al Harasis 695,19.05548,55.55645,87.8,2011.0,Chondrite — Ordinary
Lewis Cliff 86304,-84.27386,161.68661,4.2,1986.0,Chondrite — Ordinary
Dar al Gani 970,26.89967,16.57817,251.0,1998.0,Chondrite — Ordinary
Yamato 86424,-71.5,35.66667,4.21,1986.0,Chondrite — Ordinary
Dar al Gani 514,27.0715,16.11583,83.0,1997.0,Chondrite — Ordinary
Yamato 75010,-71.5,35.66667,1.29,1975.0,Chondrite — Ordinary
Daraj 013,29.59722,11.74167,352.0,1986.0,Chondrite — Ordinary
Northwest Africa 5864,0.0,0.0,353.0,2006.0,Chondrite — Ordinary
Jiddat al Harasis 600,19.79552,55.6831,5750.8,2009.0,Chondrite — Ordinary
Derrick Peak A78008,-80.06667,156.38333,59400.0,1978.0,Iron meteorite
Queen Alexandra Range 97321,-84.0,168.0,96.4,1997.0,Chondrite — Ordinary
Miller Range 090002,0.0,0.0,3971.0,2009.0,Stony-iron
Yamato 791838,-71.5,35.66667,16.0,1979.0,Achondrite — HED
Elephant Moraine 96126,-76.18333,157.16667,2.4,1996.0,Chondrite — Ordinary
Allan Hills 83105,-77.04139,157.05861,0.7,1983.0,Chondrite — Ordinary
Hammadah al Hamra 293,28.78333,12.53333,382.0,2000.0,Chondrite — Ordinary
Dhofar 1059,18.85235,54.6488,149.0,2000.0,Chondrite — Ordinary
Grove Mountains 022133,-72.77889,75.31361,21.37,2003.0,Chondrite — Ordinary
Yamato 792929,-71.5,35.66667,8.74,1979.0,Chondrite — Ordinary
Aguemour 015,27.50972,4.16111,1106.0,1993.0,Chondrite — Ordinary
Lewis Cliff 88490,-84.24795,161.38673,19.4,1988.0,Chondrite — Ordinary
Northwest Africa 7274,0.0,0.0,372.6,2012.0,Achondrite — Lunar
Longtian,27.35,108.5,350000.0,1991.0,Iron meteorite
Lewis Cliff 87127,-84.25344,161.43918,12.7,1987.0,Chondrite — Ordinary
Queen Alexandra Range 97564,-84.0,168.0,4.4,1997.0,Chondrite — Ordinary
Grove Mountains 023735,-72.98389,75.25111,0.56,2003.0,Chondrite — Ordinary
Ramlat al Wahibah 039,21.37162,58.4124,23.8,2006.0,Chondrite — Ordinary
Yamato 791481,-71.5,35.66667,2.13,1979.0,Chondrite — Ordinary
Yamato 791290,-71.5,35.66667,2.74,1979.0,Chondrite — Ordinary
Yamato 792873,-71.5,35.66667,9.16,1979.0,Chondrite — Ordinary
Northwest Africa 2568,0.0,0.0,27.1,2004.0,Chondrite — Ordinary
Meteorite Hills 001057,-79.68333,159.75,27.5,2000.0,Chondrite — Ordinary
Miller Range 090286,0.0,0.0,105.7,2009.0,Chondrite — Ordinary
Elephant Moraine 90636,-76.27524,156.42288,32.2,1990.0,Chondrite — Ordinary
Reckling Peak A80220,-76.22333,158.68446,124.5,1980.0,Chondrite — Ordinary
Superior Valley 010,35.23633,-117.04317,26.26,2001.0,Chondrite — Ordinary
Auburn,32.63333,-85.5,3630.0,1867.0,Iron meteorite
Yamato 983797,0.0,0.0,3.97,1998.0,Chondrite — Ordinary
Elephant Moraine 83248,-76.3225,157.18472,39.2,1983.0,Chondrite — Ordinary
Queen Alexandra Range 93281,-84.0,168.0,12.8,1993.0,Chondrite — Ordinary
Sayh al Uhaymir 134,21.03364,57.32064,190.58,2001.0,Chondrite — Ordinary
Elephant Moraine 90677,-76.26993,156.45267,22.8,1990.0,Chondrite — Ordinary
San Juan 044,-25.443667,-69.884,120.0,2009.0,Chondrite — Ordinary
Frontier Mountain 01092,-72.95194,160.45444,4.9,2001.0,Chondrite — Ordinary
Miller Range 090495,0.0,0.0,1.0,2009.0,Chondrite — Ordinary
Frontier Mountain 90086,-72.9531,160.44851,4.7,1991.0,Chondrite — Ordinary
Pecora Escarpment 91146,-85.67809,-69.05486,4.8,1991.0,Chondrite — Ordinary
Grove Mountains 021821,-72.777222,75.338056,1.17,2003.0,Chondrite — Ordinary
Ramlat as Sahmah 227,20.56085,56.08235,1226.2,2003.0,Chondrite — Ordinary
Acfer 206,27.69083,4.37861,1229.0,1991.0,Chondrite — Ordinary
Larkman Nunatak 06474,0.0,0.0,9.1,2006.0,Chondrite — Ordinary
Queen Alexandra Range 97567,-84.0,168.0,3.4,1997.0,Chondrite — Ordinary
Bealiba,-36.8,143.55,652.0,1950.0,Chondrite — Ordinary
Queen Alexandra Range 93234,-84.59107,162.24576,9.0,1993.0,Chondrite — Ordinary
Queen Alexandra Range 99022,-84.0,168.0,548.9,1999.0,Chondrite — Ordinary
Dhofar 144,18.41533,54.18233,630.0,2000.0,Chondrite — Ordinary
Yamato 791946,-71.5,35.66667,1.47,1979.0,Chondrite — Ordinary
Queen Alexandra Range 93247,-84.5933,162.31231,68.3,1993.0,Chondrite — Ordinary
Yamato 75170,-71.5,35.66667,8.7,1975.0,Chondrite — Ordinary
Chamberlin,36.2,-102.45,2400.0,1941.0,Chondrite — Ordinary
Frontier Mountain 93025,-72.98972,160.40722,4.03,1993.0,Chondrite — Ordinary
Allan Hills A77152,-76.71667,159.66667,17.8,1977.0,Chondrite — Ordinary
Dar al Gani 262,27.18367,16.30033,513.0,1997.0,Achondrite — Lunar
Queen Alexandra Range 93475,-84.0,168.0,4.9,1993.0,Chondrite — Ordinary
Asuka 881421,-72.0,26.0,401.7,1988.0,Chondrite — Ordinary
Arcadia,41.41667,-99.1,19400.0,1937.0,Chondrite — Ordinary
Mount Joy,39.78333,-77.21667,384000.0,1887.0,Iron meteorite
Dhofar 345,19.11667,54.80833,31.0,2000.0,Chondrite — Ordinary
Yamato 793605,-71.5,35.66667,16.0,1979.0,Achondrite — Martian
Asuka 87138,-72.0,26.0,98.26,1987.0,Chondrite — Ordinary
Meteorite Hills 00765,-79.68333,155.75,12.48,2000.0,Chondrite — Ordinary
Asuka 881491,-72.0,26.0,35.06,1988.0,Chondrite — Ordinary
Miller Range 090660,0.0,0.0,6.5,2009.0,Chondrite — Ordinary
Asuka 882098,-72.0,26.0,180.9,1988.0,Chondrite — Ordinary
Meteorite Hills 00714,-79.68333,159.75,32.5,2000.0,Chondrite — Ordinary
Reckling Peak 92416,-76.24279,158.65633,39.9,1992.0,Chondrite — Ordinary
Lewis Cliff 87235,-84.34417,161.466,1.1,1987.0,Chondrite — Ordinary
Elephant Moraine 96176,-76.18333,157.16667,19.3,1996.0,Chondrite — Ordinary
Queen Alexandra Range 97268,-84.0,168.0,36.9,1997.0,Chondrite — Ordinary
Queen Alexandra Range 99568,-84.0,168.0,3.8,1999.0,Chondrite — Ordinary
